CASE REFERENCE ,CASE DATE,SERVICE TYPE,CLASSIFICATION,CASE TEXT,ADDRESS,DECISION TARGET DATE,STATUS,CODETEXT,GEO X,GEO Y ,DECISION DATE,DECISION,DECISION TYPE,DECISION NOTICE DATE,APPEAL DECISION DATE,PUBLIC CONSULTATION START DATE,PUBLIC CONSULTATION END DATE,WARD
16/01431/FUL,03/11/2016,FUL,Q16,Demolition of existing B8 storage building and replacement with a new B8 storage building.,"Works East Of High Level Works
Pellon Lane
Halifax
Calderdale

",05/04/2017,1,1,407914,425871,24/04/2017,1,DEL,24/04/2017,,10/02/2017,19/04/2017,10
16/01458/FUL,10/11/2016,FUL,Q18,Proposed archery club house,"Hebden Bridge Sports Grounds
Hollins Holme
Slater Bank Lane
Hebden Bridge
Calderdale
HX7 8EH
",13/02/2017,1,1,399167,427943,16/05/2017,1,DEL,16/05/2017,,,18/04/2017,2
16/20236/TPO,17/11/2016,TPO,TPO,Fell one tree (Tree Preservation Order),"7 Craiglands
Hipperholme
Brighouse
West Yorkshire
HX3 8NR
",12/01/2017,4,4,412748,425777,31/01/2017,4,COMM,03/02/2017,,19/01/2017,27/12/2016,5
16/01550/HSE,29/11/2016,HSE,Q21,Partial demolition of semi detached dwelling to create new detached dwelling (Revised Scheme to 15/01487),"Clough House
Elland Road
Ripponden
Sowerby Bridge
Calderdale
HX6 4HW
",17/03/2017,1,1,404305,419570,26/02/2017,1,DEL,27/02/2017,,20/12/2016,30/01/2017,12
16/01466/HSE,11/11/2016,HSE,Q21,Proposed replacement detached double garage,"19 Heath Avenue
Halifax
Calderdale
HX3 0EA
",06/01/2017,1,1,408940,423767,06/01/2017,1,DEL,06/01/2017,,22/11/2016,30/12/2016,13
16/01572/FUL,02/12/2016,FUL,Q18,External fire escape and balcony forming raised play area to rear,"8 & 10 Victoria Road
Sowerby Bridge
West Yorkshire
HX6 3AE
",07/02/2017,1,1,405907,423378,16/02/2017,1,DEL,16/02/2017,,23/12/2016,10/02/2017,14
17/00024/COU,05/01/2017,COU,Q20,Change of use from Storage (B8) to vehicle repair garage including MOT testing (sui generis) (Part retrospective),"Unit 1
Clifton Mills Sheds
Bradford Road
Brighouse
Calderdale
HD6 4JJ
",07/04/2017,1,1,414891,425001,12/04/2017,1,DEL,12/04/2017,,,06/04/2017,5
17/00068/FUL,18/01/2017,FUL,Q20,Change of Use of Public House (A4) to single dwelling (C3),"Sportsmans Arms
Kebs Road
Todmorden
Calderdale
OL14 8SB
",15/03/2017,1,1,392870,427291,31/03/2017,1,DEL,31/03/2017,,30/01/2017,27/03/2017,2
17/20007/TPO,19/01/2017,TPO,TPO,Prune one tree (Tree Preservation Order),"18 Pinfold Close
Barkisland
Sowerby Bridge
West Yorkshire
HX4 0EY
",16/03/2017,4,4,405304,420174,09/03/2017,4,DEL,13/03/2017,,25/01/2017,17/02/2017,12
17/22006/TCA,20/01/2017,TCA,TCA,Fell one tree (Tree in a Conservation Area),"Aldwyn
Greenroyd Avenue
Skircoat Green
Halifax
West Yorkshire
HX3 0LP
",03/03/2017,40,40,408863,423147,03/03/2017,40,DEL,03/03/2017,,,17/02/2017,13
16/01026/NMA2,25/01/2017,NMA2,NMA,Non Material Amendment to application 16/01026- landing window on the rear extension,"14 Brian Royd Lane
Greetland
Elland
Calderdale
HX4 8PE
",15/02/2017,NMAA,NMAA,407873,421204,22/02/2017,NMAA,DEL,22/02/2017,,,,4
16/01457/HSE,10/11/2016,HSE,Q21,Single storey extension to South West elevation,"2 Heath Villas
Halifax
West Yorkshire
HX3 0BB
",30/01/2017,1,1,409029,423925,31/03/2017,1,DEL,31/03/2017,,13/12/2016,15/02/2017,13
16/01081/DISC1,17/11/2016,DISC1,DISC,Submission of details to comply with condition 2 to permission 16/01081,"42 Langdale Crescent
Wheatley
Halifax
Calderdale
HX2 0XA
",12/01/2017,PCOMP,PCOMP,407436,426319,17/01/2017,PCOMP,,17/01/2017,,,26/12/2016,9
16/01525/HSE,24/11/2016,HSE,Q21,"Two storey extension to rear/side, two storey and single storey extensions to rear, single storey extension to side/rear and porch to front","34 Gibraltar Avenue
Halifax
Calderdale
HX1 3UL
",13/02/2017,1,1,407308,424720,09/02/2017,1,DEL,09/02/2017,,05/01/2017,07/02/2017,10
99/00881/COMP1,16/11/2016,COMP1,COMP,Compliance check on condition four on application 99/00881,"East Mount  
125 Pellon Lane
Halifax
West Yorkshire
HX1 5QN",07/02/2017,NCOMP,NCOMP,408569,425561,20/01/2017,NCOMP,,20/01/2017,,,,10
16/01591/FUL,05/12/2016,FUL,Q18,Proposed smoking area to second floor and alterations to existing smoking area to first floor,"Fusion Nightclub
Central Street
Halifax
Calderdale

",15/02/2017,11,11,409168,425197,07/06/2017,11,DEL,07/06/2017,,09/01/2017,21/02/2017,16
16/01597/CON,08/12/2016,CON,Q18,"Change of use of former dairy building (use class B8) to office use (use class A2/B1) and alterations including installation of new office frontage, doors and windows to existing elevations and installation of roof lights","Medina Dairy Limited
Longfield Road
Todmorden
Calderdale
OL14 6LX
",02/02/2017,1,1,393563,423926,03/03/2017,1,DEL,03/03/2017,,20/12/2016,27/01/2017,15
15/01029/DISC1,12/12/2016,DISC1,DISC,"Submission of details to comply with conditions to permission 15/01029 nos. 3, 4, 10 and 14","Land On
Hope Street
Todmorden
Calderdale

",09/02/2017,,PCO,394108,424153,,,,,,,14/07/2017,2
16/01621/FUL,16/12/2016,FUL,Q18,Conversion and extension of dwelling to form respite care facility (C3 to C2 use),"Cartron House
Moor End Road
Halifax
Calderdale
HX2 0RX
",13/03/2017,1,1,406602,426284,20/04/2017,1,DEL,20/04/2017,,13/02/2017,06/03/2017,17
16/01681/192,30/12/2016,192,Q26,Dormer to rear (Lawful Development Certificate),"11 West Royd Close
Halifax
Calderdale
HX1 3LT
",24/02/2017,44,44,408096,424516,09/02/2017,44,DEL,15/02/2017,,,24/02/2017,10
16/22096/TCA,14/12/2016,TCA,TCA,Fell three trees (Tree in a Conservation Area),"The Three Poplars
New Road
Luddenden
Halifax
Calderdale
HX2 6QZ
",25/01/2017,40,40,403981,426044,25/01/2017,40,DEL,25/01/2017,,,20/01/2017,7
16/01499/HSE,21/11/2016,HSE,Q21,Single store rear extension (revised scheme to 15/01161/HSE),"15 Cromwell Terrace
Halifax
Calderdale
HX1 5LL
",16/01/2017,1,1,408507,425306,14/03/2017,1,COMM,17/03/2017,,01/12/2016,25/01/2017,10
16/20229/TPO,21/11/2016,TPO,TPO,"Fell one tree
","Upper Woodhead
Scammonden Road
Barkisland
Sowerby Bridge
HX4 0EQ
",26/01/2017,4,4,405448,417765,18/01/2017,4,DEL,18/01/2017,,01/12/2016,27/12/2016,12
16/01565/LBC,01/12/2016,LBC,Q23,"Renovation and repair of two clock dials on the spire and the installation of movements, hands and control gear to restore the clock to working order (Listed Building Consent)","Square Church Spire
Square Road
Halifax
Calderdale

",26/01/2017,3,3,409613,425063,10/01/2017,3,DEL,10/01/2017,,,30/12/2016,16
17/00140/HSE,06/02/2017,HSE,Q21,Two storey side extension with single storey link to garage. Replacement single storey conservatory extension to rear with attached garden store,"7 Hardy Place
Brighouse
HD6 2PW
",03/04/2017,1,1,413128,424322,11/04/2017,1,DEL,12/04/2017,,09/02/2017,30/03/2017,5
16/01588/HSE,08/12/2016,HSE,Q21,"Extension to existing outbuilding to provide ancillary living and office accommodation, to include raised patio area to side (west) elevation","High Withens
High Street
Stainland
Elland
Calderdale
HX4 9PQ
",02/02/2017,1,1,407479,419336,08/02/2017,1,DEL,08/02/2017,,20/12/2016,03/02/2017,4
17/00148/FUL,06/02/2017,FUL,Q20,Change of use of living space to food preparation for existing hot food take away,"2 Bridge End
Burnley Road
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5DR
",04/07/2017,1,1,401223,426025,03/07/2017,1,DEL,03/07/2017,,23/05/2017,23/06/2017,7
17/00149/HSE,06/02/2017,HSE,Q21,Single storey extension to side/rear,"9 Summergate Place
Halifax
HX1 3QL
",30/06/2017,1,1,407746,424663,29/06/2017,1,DEL,29/06/2017,,23/05/2017,13/06/2017,10
17/00258/192,01/03/2017,192,Q26,Proposed garage conversion to living accommodation(Lawful Development Certificate),"1 Sovereign Square
Bailiff Bridge
Brighouse
Calderdale
HD6 4DD
",01/05/2017,44,44,414742,425342,10/04/2017,44,DEL,10/04/2017,,,,5
17/00325/OUT,13/03/2017,OUT,Q13,Detached dwelling (Outline),"13 Chelsea View
Bradford Road
Stump Cross
Halifax
Calderdale
HX3 7AJ
",13/10/2017,,PCO,411249,426155,,,,,,25/08/2017,15/09/2017,8
16/01317/FUL,07/10/2016,FUL,Q13,"Conversion of barn and former cottage to residential, conversion of existing outbuilding to studio  and the renovation of the existing farmhouse","New Edge Farm
Edge Lane
Heptonstall
Hebden Bridge
Calderdale
HX7 7PG
",24/01/2017,1,1,395482,429387,10/07/2017,1,DEL,10/07/2017,,18/04/2017,12/05/2017,2
17/01046/HSE,21/08/2017,HSE,,Proposed 2 storey extension and alterations,"3 Kelvin Road
Elland
HX5 0LL",,,REC,,,,,,,,,,
16/01532/HSE,25/11/2016,HSE,Q21,Single storey extension and dormer to front and single storey extension to rear,"141 Queens Road
King Cross
Halifax
West Yorkshire
HX1 3XY

",20/01/2017,1,1,407897,424896,28/02/2017,1,DEL,28/02/2017,,06/12/2016,30/12/2016,10
16/01555/HSE,29/11/2016,HSE,Q21,Detached garage (Retrospective),"Binn Royd Farm Cottage
Hollas Lane
Sowerby Bridge
West Yorkshire
HX6 3LQ
",24/01/2017,1,1,407610,422752,07/03/2017,1,DEL,07/03/2017,,08/12/2016,13/01/2017,4
16/00668/DISC1,30/11/2016,DISC1,DISC,Submission of details to comply with condition 2 to permission 16/00688,"18 Southcliffe
Bank Top
Southowram
Halifax
Calderdale
HX3 9NP
",25/01/2017,,PCO,410421,424532,,,,,,,,16
16/01558/HSE,30/11/2016,HSE,Q21,"Single storey rear extension and extension to front of garage.
","10 Westfield Drive
Lightcliffe
Brighouse
Calderdale
HX3 8AW
",02/02/2017,1,1,412973,425308,01/02/2017,1,DEL,01/02/2017,,08/12/2016,29/12/2016,5
16/01559/HSE,30/11/2016,HSE,Q21,Conversion of garage to living space,"15A Pinfold Close
Barkisland
Sowerby Bridge
Calderdale
HX4 0EY
",17/02/2017,1,1,405280,420210,14/02/2017,1,DEL,14/02/2017,,10/01/2017,03/02/2017,12
16/01560/HSE,30/11/2016,HSE,Q21,Single storey extension to side and rear,"47 Castle Avenue
Brighouse
West Yorkshire
HD6 3HT
",25/01/2017,1,1,413866,421975,25/01/2017,1,DEL,25/01/2017,,09/12/2016,30/12/2016,11
16/00822/DISC1,30/11/2016,DISC1,DISC,Submission of details to comply with conditions to permission 16/00822  1 to 19 inclusive,"Coley Nurseries
Denholme Gate Road
Hipperholme
Brighouse
Calderdale
HX3 7SB
",25/01/2017,,PCO,412360,426835,,,,,,,23/09/2017,5
16/01562/HSE,30/11/2016,HSE,Q21,Two storey side extension and single storey extension to rear,"177 Halifax Road
Brighouse
Calderdale
HD6 2EQ
",25/01/2017,1,1,413743,423641,23/01/2017,1,DEL,25/01/2017,,12/12/2016,13/01/2017,1
17/22008/TCA,26/01/2017,TCA,TCA,Prune trees,"23 Calder Place
Hebden Bridge
Calderdale
HX7 6AY
",09/03/2017,40,40,398701,427265,09/03/2017,40,DEL,09/03/2017,,,09/03/2017,2
17/90002/ELC,07/02/2017,ELC,Q27,Maintenance replacement poles and renewal works to aerial bunched conductors,"Land North Of 9 Knowl Top
Edge Hey Road
Colden
Hebden Bridge
Calderdale

",21/03/2017,40,40,397075,428800,21/03/2017,40,DEL,21/03/2017,,,03/03/2017,2
17/00158/HSE,08/02/2017,HSE,Q21,Replacement Garage,"Ivy Cottage
Dean House Lane
Stainland
Elland
Calderdale
HX4 9LG
",17/04/2017,1,1,406440,417526,02/05/2017,1,COMM,04/05/2017,,,11/04/2017,4
17/00214/FUL,20/02/2017,FUL,,Proposed change of use from an Office (B1a) to one apartment (C3),"Brookfoot Mills
Elland Road
Brighouse
Calderdale
HD6 2RW
",,,APPRET,413679,422929,,,,,,,,1
10/01442/DISC4,21/02/2017,DISC4,DISC,Submission of information to discharge conditions on application 10/01442 - condition 13,"Site Of Former Fountain Head Brewery
Ovenden Wood Road
Halifax
Calderdale

",18/04/2017,,PCO,406655,426883,,,,,,,24/03/2017,17
17/00259/HSE,02/03/2017,HSE,Q21,Single story rear extension.,"55 Meadow Drive
Wheatley
Halifax
Calderdale
HX3 5JX
",18/05/2017,1,1,407233,426681,18/05/2017,1,DEL,18/05/2017,,11/04/2017,05/05/2017,9
17/00260/HSE,02/03/2017,HSE,Q21,Single storey extension to rear including extending terrace.,"29 Charnock Close
Halifax
Calderdale
HX1 2NZ
",15/05/2017,1,1,409131,424142,12/05/2017,1,DEL,12/05/2017,,05/04/2017,11/05/2017,13
17/00294/FUL,07/03/2017,FUL,Q18,Replacement of stables and upgrade of manege (retrospective),"Broad Ing Top Farm
Ashes Lane
Todmorden
Calderdale
OL14 8RF
",02/06/2017,1,1,394745,425602,19/06/2017,1,DEL,19/06/2017,,27/04/2017,30/05/2017,2
17/00295/LBC,07/03/2017,LBC,Q23,Replacement windows and removal of mullion window to create patio door to South elevation (Listed Building Consent),"1 Water Green
Water Green Lane
Soyland
Sowerby Bridge
West Yorkshire
HX6 4NW
",02/05/2017,3,3,402209,420687,02/05/2017,3,DEL,02/05/2017,,27/03/2017,27/04/2017,12
17/00303/LBC,08/03/2017,LBC,Q23,Removal of external signage and ATM (Listed Building Consent),"Lloyds Tsb Bank Plc
Town Hall Street
Sowerby Bridge
West Yorkshire
HX6 2DZ
",03/05/2017,3,3,405916,423570,03/05/2017,3,DEL,03/05/2017,,28/03/2017,27/04/2017,14
16/01439/DEVAC,24/10/2016,DEVAC,,Submission of information for the Local Planning Authority to consider if the development is acceptable,"Griffin Inn
57 Stainland Road
Barkisland
Sowerby Bridge
Calderdale
HX4 0AQ
",,,INSFEE,405866,419938,,,,,,,,12
16/01451/FUL,08/11/2016,FUL,Q18,Detached dwelling and garage (Revised Scheme to 15/01366),"62 Broomfield Avenue
Skircoat Green
Halifax
West Yorkshire
HX3 0JF
",03/01/2017,1,1,408590,423220,29/12/2016,1,DEL,29/12/2016,,17/11/2016,22/12/2016,13
16/01468/FUL,17/11/2016,FUL,Q10,"Demolition of part of existing bar and Restaurant.  Extension to provide function room, Restaurant and Hotel accommodation.  Landscaping of site to rear and side of premises.  Removal of storage buildings in car park. (Part Retrospective)","Casa Hotel And Restaurant
Elland Road
Brighouse
Calderdale
HD6 2RG
",31/03/2017,11,11,413146,422822,23/05/2017,11,COMM,30/05/2017,,11/05/2017,15/02/2017,1
16/01481/FUL,17/11/2016,FUL,,Construction of shelter/safezone,"Land South Of Edgerton House
Hey Lane
Outlane
Elland
Calderdale

",,,APPRET,406093,416845,,,,,,,,12
16/01510/FUL,22/11/2016,FUL,Q13,Demolition of existing bungalows to facilitate residential development of five dwellings,"31 Upper Washer Lane
Halifax
Calderdale
HX2 7DR
",15/02/2017,1,1,407645,423989,09/08/2017,1,DEL,10/08/2017,,09/01/2017,30/01/2017,14
16/01634/LBC,15/12/2016,LBC,,Replacement windows (Listed Building Consent),"Law Hill House
37 Law Lane
Southowram
Halifax
West Yorkshire
HX3 9UG
",,,APPRET,410817,424301,,,,,,,,16
17/00003/FUL,03/01/2017,FUL,Q18,Replacement garage,"Land North West 4 Cragg Road
Cragg Road
Mytholmroyd
Hebden Bridge
Calderdale

",13/03/2017,1,1,400903,425751,13/03/2017,1,DEL,13/03/2017,,24/01/2017,22/02/2017,7
16/22099/TCA,15/12/2016,TCA,TCA,Works to trees including pruning and removal,"Abbotts Ladies Homes
Skircoat Green Road
Halifax
Calderdale

",26/01/2017,40,40,409244,423384,26/01/2017,40,DEL,26/01/2017,,,27/01/2016,13
17/00026/HSE,09/01/2017,HSE,Q21,Two storey extension to side and alterations to windows and roof to existing conservatory to rear,"54 Highroad Well Lane
Halifax
West Yorkshire
HX2 0QF
",06/03/2017,1,1,406932,425802,06/03/2017,1,DEL,06/03/2017,,17/01/2017,10/02/2017,17
17/00027/HSE,09/01/2017,HSE,Q21,Two storey side extension and single storey kitchen extension to rear,"12 West View Avenue
Halifax
Calderdale
HX2 0BB
",17/03/2017,1,1,407109,425102,13/03/2017,1,DEL,13/03/2017,,31/01/2017,24/02/2017,17
17/01015/FUL,17/08/2017,FUL,Q18,Agricultural storage building,"Land South Of Johns Folly
Butterworth End Lane
Norland
Sowerby Bridge
Calderdale

",,,INV,405331,421194,,,,,,,,4
17/01016/192,17/08/2017,192,,Use of premises for B1b - Research and Development (Lawful Development Certificate),"Former Brearley Works
Brearley Lane
Mytholmroyd
Hebden Bridge
Calderdale

",,,INV,402661,425819,,,,,,,,7
17/01017/FUL,17/08/2017,FUL,,Change of use of part of the dwelling to A1 retail to include alteration of existing window to a door opening,"11 Church Street
Rastrick
Brighouse
Calderdale
HD6 3NF
",,,REC,413884,421619,,,,,,,,11
17/01018/LBC,17/08/2017,LBC,,Change of use of part of the dwelling to A1 retail to include alteration of existing window to a door opening,"11 Church Street
Rastrick
Brighouse
Calderdale
HD6 3NF
",,,REC,413884,421619,,,,,,,,11
17/01055/HSE,24/08/2017,HSE,,Single storey rear and side extensions to existing semi detached dwelling,"8 Hullen Edge Gardens
Elland
HX5 0QR",,,REC,,,,,,,,,,
17/01066/FUL,25/08/2017,FUL,,Change of use from hot food takeaway to residential flat. Two storey extension to rear to form 2no two bedroom flats.,"2 Ling Bob
Pellon
Halifax
HX2 0QE",,,REC,,,,,,,,,,
16/01440/HSE,07/11/2016,HSE,Q21,Single storey rear extension.,"23 Bolehill Park
Brighouse
Calderdale
HD6 2RS
",02/01/2017,1,1,413119,424614,16/12/2016,1,DEL,22/12/2016,,15/11/2016,09/12/2016,5
16/01441/FUL,07/11/2016,FUL,Q18,Agricultural Building (Resubmission of application 15/01521/FUL),"Land At Wood Head
Scammonden Road
Barkisland
Sowerby Bridge
Calderdale

",12/01/2017,1,1,405611,417728,17/05/2017,1,DEL,17/05/2017,,24/11/2016,23/12/2016,12
16/01442/HSE,07/11/2016,HSE,Q21,Single storey rear extension with balcony,"11 Sutcliffe Wood Lane
Hipperholme
Brighouse
West Yorkshire
HX3 8PR
",13/01/2017,1,1,412064,425021,13/01/2017,1,DEL,13/01/2017,,29/11/2016,23/12/2016,5
16/01443/HSE,04/11/2016,HSE,Q21,"Reinstatement of original roof structure including installation of velux roof light, reinstate gable and form windows, removal of chimney and garden room, construction of new oak framed sun room with 2 velux roof lights, internal alterations and reconfiguration of internal layout.","Mankinholes
Mankinholes Bank
Todmorden
Calderdale
OL14 6HR
",30/12/2016,1,1,396016,423473,03/02/2017,1,DEL,03/02/2017,,,23/12/2016,2
16/01444/LBC,04/11/2016,LBC,Q23,"Reinstatement of original roof structure including installation of velux roof light, reinstate gable and form windows, removal of chimney and garden room, construction of new oak framed sun room with 2 velux roof lights, internal alterations and reconfiguration of internal layout.  (Listed Building Consent)","Mankinholes
Mankinholes Bank
Todmorden
Calderdale
OL14 6HR
",30/12/2016,3,3,396016,423473,03/02/2017,3,DEL,03/02/2017,,,23/12/2016,2
16/01446/HSE,04/11/2016,HSE,Q21,Conversion and extension to existing outbuilding to provide ancillary accommodation (Granny Annex),"Shaking House Farm Cottage
12 White Gate
Mixenden
Halifax
Calderdale
HX2 8XJ
",13/01/2017,1,1,406662,429200,13/01/2017,1,DEL,13/01/2017,,22/11/2016,13/01/2017,6
16/01447/FUL,07/11/2016,FUL,Q18,Proposed single storey extension to existing clubhouse to form tractor store & workshop.,"Brighouse Juniors Football Club
Halifax Road
Brighouse
Calderdale

",27/01/2017,1,1,412901,424496,27/01/2017,1,DEL,27/01/2017,,13/12/2016,12/01/2017,5
14/00634/DISC2,07/11/2016,DISC2,DISC,Submission of information to discharge conditions on 14/00634 conditions 2 & 4,"Land Adjacent To 20
Sun Wood Avenue
Shelf
Halifax
Calderdale

",11/01/2017,,PDE,412022,427871,,,DEL,,,,22/08/2017,8
16/22085/TCA,03/11/2016,TCA,TCA,Fell one tree (Tree in Conservation Area),"5 Silver Street
Heptonstall
Hebden Bridge
Calderdale
HX7 7PA
",15/12/2016,40,40,398573,428118,08/12/2016,40,DEL,08/12/2016,,,09/12/2016,2
16/01526/HSE,05/12/2016,HSE,Q21,Dormer window to front elevation,"25 Newlands Avenue
Northowram
Halifax
Calderdale
HX3 7JB
",10/02/2017,1,1,411339,427505,09/02/2017,1,DEL,09/02/2017,,04/01/2017,09/02/2017,8
16/01584/FUL,05/12/2016,FUL,Q18,Alterations and refurbishment of workshop including replacement of roof,"Cliffe Works
Cliffe Road
Brighouse
Calderdale
HD6 1HE
",23/03/2017,1,1,414569,422510,17/03/2017,1,DEL,20/03/2017,,02/02/2017,03/03/2017,11
16/01097/DISC1,06/12/2016,DISC1,DISC,"Submission of details to comply with condition 3 to permission 16/01097/FUL - Landscaping
","The Hobbit
Hob Lane
Norland
Sowerby Bridge
Calderdale
HX6 3QL
",31/01/2017,PCOMP,PCOMP,405863,422650,18/01/2017,PCOMP,,18/01/2017,,,,4
16/01585/FUL,06/12/2016,FUL,Q18,Demolition of existing shed and construction of replacement agricultural building.,"Heights Green Barn
Quakers Lane
Sowerby Bridge
Calderdale
HX6 4HH
",14/02/2017,1,1,403878,419118,17/02/2017,1,DEL,17/02/2017,,09/01/2017,02/02/2017,12
16/22094/TCA,20/12/2016,TCA,TCA,Prune one tree (Tree in a Conservation Area),"Roomfield Baptist Church
Halifax Road
Todmorden
West Yorkshire
OL14 5BE
",31/01/2017,40,40,394184,424264,30/01/2017,40,DEL,30/01/2017,,,03/02/2017,15
16/01672/LBC,23/12/2016,LBC,Q23,Alteration of inscription to war memorial from H WOODRIDGE to H WOOLDRIDGE (Listed Building Consent),"Rydings Park War Memorial
Rydings Park
Halifax Road
Brighouse
Calderdale

",17/03/2017,3,3,414242,423047,13/03/2017,3,DEL,13/03/2017,,,03/03/2017,1
