Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date
,29404009,"9 Market Street, Brighouse, HD6 1AP",,3500,0,08/13/15
Singletrack Media Ltd,78116023,"23 Dale Street, Todmorden, OL14 5PX","Barclays Bank Chambers, Market Street, Hebden Bridge, HX7 6AD",2250,0,06/27/15
,78076037,"37 Burnley Road, Todmorden, OL14 7BU",,4850,0,09/05/15
,78400854,"Basement Rear, 33 Rochdale Road, Todmorden, OL14 7LA",,2425,0,09/25/15
Halifax Opportunities Trust,64242733,"Office 36 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",3900,1938.3,11/01/15
Eclectrick Ltd,64242737,"Office 40 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,1425,0,10/01/15
Noonstone Ltd,76160790,"Unit 10B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","Unit 10b, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",6600,319.44,01/01/16
,76540712,"Cross Inn, 46 Towngate, Heptonstall, Hebden Bridge       HX7 7NB",,6100,49.22,08/29/14
,68600709,"349 Skircoat Green Road, Halifax, HX3 0LX",,6600,319.44,01/01/15
Studio C Photography Ltd,78400098,"98 Rochdale Road, Todmorden, OL14 7LP",,1825,0,06/24/14
,64236721,"Unit 2 Eastfield Mills, Belmont Street, Halifax, HX3 6AT",,4100,0,05/14/14
Units To Let [Northern] Ltd,77340735,"Unit 10, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",1675,0,04/01/14
,64812754,"Bar House, Denholmegate Road, Hipperholme, Halifax              HX3 7SB",,670,0,06/01/13
,29284736,"Unit 2, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,5800,0,03/01/15
,78416718,"Unit C Nanholme Mill, Shaw Wood Road, Todmorden, OL14 6DA",,2475,0,06/30/14
C3S Projects Ltd,56080712,"Offices Part, Bridgefield Works, Elland Bridge, Elland               HX5 0SQ","Canal Mills, Elland Bridge, Elland, HX5 0SQ",5700,0,04/01/15
Moderna Business Park Ltd,76252786,"Unit 20, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ","17 Moderna Business Park, Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5QQ",10000,0,02/01/16
Shaw Lodge Mills Ltd,68526751,"Level - 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",8200,0,11/01/13
Cuttin Edge Carpets Ltd,65625710,"1 Ovenden Road, Halifax, HX3 5PN","1 Ovenden Road, Ovenden, Halifax, HX3 5PN",8600,1803.48,06/09/14
,78076019,"19 Burnley Road, Todmorden, OL14 7BU",,3100,0,08/01/13
Tayfield Investments Ltd,78100701,"Car Park Adj Sandholme, Sawmill,  Key Sike Lane, Todmorden, OL14 5RF","Barclays Bank Chambers, 12 Market Street, Hebden Bridge, HX7 8AD",700,0,09/20/14
,68396023,"23 Roils Head Road, Halifax, HX2 0NQ",,1975,0,04/01/14
,68144715,"Unit 10 Station Ind Estate, Old Station Road, Luddendenfoot, Halifax              HX2 6AD",,7400,835.66,04/01/14
,64464700,"Unit 1 The Old Bakery, Cain Lane, Southowram, Halifax              HX3 9SA",,4600,0,01/21/14
,65232713,"The Tannery, Halifax Road, Hipperholme, Halifax              HX3 8HQ",,6700,378.34,06/06/14
Tesco Personal Finance Ltd,78056716,"Atm At, 7/9 & 11 Bridge Street, Todmorden, OL14 5AQ","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",11250,5445,04/01/10
,64284717,"27a Boothtown Road, Halifax, HX3 6EU",,4350,0,04/01/13
Age Uk Calderdale & Kirklees,78208708,"Age Concern, Harley Street, Todmorden, OL14 5JE","Fao Alison Marsh, 5/6 Park Road, Halifax, HX1 2TS",6600,65.6,02/14/14
Shaw Lodge Mills Ltd,68526712,"The Engine House (A), Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",2425,0,04/01/14
Craven Slater & Associates Ltd,64296733,"Office Suite E209, Dean Clough Mills, Halifax, HX3 5AX","Registered Office, Throstle Bower Farm, Heys Lane, Wainstalls, Halifax, HX2 7TR",3000,0,05/01/15
Freudenberg Filtration Technologies Uk Ltd,56212768,"Riverside Mills 2ND Flr, Saddleworth Road, Elland, HX5 0RY",,4900,2371.6,05/01/14
,65808762,"Unit 8, Mill Lane, Boothtown, Halifax              HX3 6TR",,5100,0,04/01/14
,76436700,"Redacre, Red Acre Lane, Mytholmroyd, Hebden Bridge        HX7 5DQ",,2100,0,04/05/14
Jim Pax Uk Packaging Ltd,68536882,"Shay Lane Works, Shay Lane, Halifax, HX3 6SF","15 Winscar Avenue, Bradford, BD6 3WX",5200,2516.8,08/15/14
North Halifax Partnership Ltd,65824706,"Sure Start Childrens Centre, Mobile Building 1, Mixenden Road, Mixenden","Kevin Pearce Childrens Centre, Ovenden Road, Ovenden, Halifax, HX3 5RQ",1900,0,07/01/14
,79048704,"Land Adj. Hartsoil House, Highmoor Lane, Cleckheaton, BD19 6LL",,7900,3926.3,10/11/14
,29432077,"77 New Hey Road, Brighouse, HD6 3PY",,4900,0,11/07/13
,76560729,"Unit 12 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",,1800,0,11/01/14
Abbey Multi Academy Trust,68856701,"Eastfield Jubilee Centre, Stoney Lane, Lightcliffe, Halifax             HX3 8TL","Abbey Grange C Of E Academy, Butcher Hill, Leeds, LS16 5EA",5500,2733.5,02/27/15
Estay Ltd,29296727,"Unit 10A The Nurseries, Halifax Road, Brighouse, HD6 2QD","Unit 2 Roseville Street, Leeds, LS8 5DU",9200,4452.8,04/01/10
,29296728,"Unit 10B The Nurseries, Halifax Road, Brighouse, HD6 2QD",,3600,0,04/01/10
Wren Sterling Financial Planning Ltd,65900717,"Suite A1 1ST Floor, Empire House, Mulcture Hall Road, Halifax              HX1 1SP","Suite A1 1st Floor, Empire House, Mulcture Hall Road, Halifax, HX1 1SP",10750,5203,09/23/15
Cragg Cakes Ltd,76160824,"10C & 10D, Topland Country Bus Pk, Cragg Road, Mytholmroyd","Unit 10C/10D, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",7700,0,10/01/15
D3GOV Ltd,64242008,"Gf & Basement, 8 Hopwood Lane, Halifax, HX1 5HW","57 Oxley Road, Huddersfield, HD2 1NT",4750,0,02/07/15
,68308817,"Unit 9 Queens House, Queens Road, Halifax, HX1 3NS",,4150,0,03/29/14
,29480025,"25 Rastrick Common, Brighouse, HD6 3DW",,7000,564.68,04/09/14
Discovering Life Ltd,76400718,"Suite 10 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,1950,0,11/01/13
A R Commercial Repairs,56220754,"Unit 15 Woodman Works, South Lane, Elland, HX5 0HQ",,5800,0,10/01/13
,64612022,"22 Clough Lane, Mixenden, Halifax, HX2 8SN",,2650,0,01/01/14
R C S (Yorkshire) Ltd,56220806,"Woodman Works, South Lane, Elland, HX5 0PA","Unit 11 Woodman Works, South Lane, Elland, HX5 0PA",1300,629.2,02/19/14
,76360740,"The Sewing Rooms, 36 Market Street, Hebden Bridge, HX7 6AA",,2150,0,05/14/14
,65276704,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",,3950,0,04/07/14
,68772085,"85 Stainland Road, Greetland, Halifax, HX4 8BD",,2850,0,07/15/14
Pbb Properties Ltd,64584799,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",,4350,0,01/01/13
,68248744,"Unit 17, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,1775,859.1,05/09/14
Calderdale Mbc Markets Manager,64288820,"Market Stall 119, Market Hall, Borough Market, Halifax              HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",3800,0,04/01/14
,68444754,"Unit 4, Bandwalk Industrial Estate, Saddleworth Road, Greetland            HX4 8BA",,3300,1640.1,02/01/13
David Meakin Ifa Ltd,29636731,"Unit 2 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP","The Boathouse, Victoria Works, Wharf Street, Brighouse, HD6 1PP",6200,100.02,08/01/14
,64288824,"28 & 29 Borough Market, Halifax, HX1 1DZ",,5900,0,09/01/13
,64376753,"Unit 4 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,3100,0,04/01/10
,77024765,"Unit D First Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",,1300,0,09/05/13
Parking Ventilation Equipment Ltd,29052760,"Unit 5, Prince Of Wales Mill, Birds Royd Lane, Brighouse            HD6 1LQ",,9600,2787.28,05/16/14
,56224731,"6 Crown Yard, Southgate, Elland, HX5 0DQ",,3200,1590.4,05/01/14
,29032724,"Unit 1, Atlas Mill Road, Brighouse, HD6 1ES",,3000,0,05/01/14
,77340716,"Unit 5, Mearclough Works, Mearclough Road, Sowerby Bridge      HX6 3LF",,1850,0,02/01/14
,78192121,"121 Halifax Road, Todmorden, OL14 5BE",,2900,0,04/01/14
Apm Site Services Ltd,56128714,"Unit 8 Heathfield Ind Estate, Heathfield Street, Elland, HX5 9AE","38 Thirlmere Avenue, Lower Edge, Elland, HX5 9PN",9700,2894.44,08/22/14
Merseyrail Electrics 2002 Ltd,65388724,"Bike And Go, Halifax Train Station, Horton Street, Halifax              HX1 1QE","Rail House, Lord Nelson Street, Liverpool, L1 1JF",80,38.72,07/22/13
J & G Ainley Tow Bar Ltd,64236710,"Unit 7, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",1675,0,04/01/14
,64756714,"31/33 Crown Street, Halifax, HX1 1TT",,11500,5566,06/01/14
Ripon Property Restoration  Ltd,64584796,"Part 1ST Floor, 3 Clare Road, Halifax, HX1 2HX","Equitable House, 55 Pellon Lane, Halifax, HX1 5SP",5700,0,01/01/13
,65164763,"Units 1&2(Ground Floor), Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",,8100,1372.22,06/26/14
,29272709,"38 Gooder Lane, Brighouse, HD6 1HT",,3250,0,01/06/14
Supply Education Ltd,29084827,"Office 7 First Floor, Clifton House, Bradford Road, Bailiff Bridge","Far Shay Farm, Brighouse & Denholmegate Rd, Queensbury, Bradford, BD13 4HF",4100,0,11/10/14
Kip McGrath (Brighouse) Lp,29236829,"Office Nos T01-T03, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG","Office T01-T03 First Floor, Cromwell House, Elland Road, Brighouse, HD6 2RG",3600,0,06/01/14
Barclays Bank Plc,56271701,"Atm At, 4 Jubilee Way, Elland, HX5 9DY","Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",11750,5687,03/18/13
Esp Electricity Ltd,69466701,"Ind Dist Network Operator, Great Edge Road, Warley, Halifax              HX2 7SH","Hazeldean, Station Road, Leatherhead, Surrey, KT22 7AA",72,34.85,04/01/14
,56132784,"Unit 9, The Ainleys, Huddersfield Road, Elland              HX5 9JR",,2950,0,10/01/12
,68104711,"Suite 3, Nursery Lane Health Care, Nursery Lane, Halifax              HX3 5SW",,4200,2087.4,12/10/13
Ripponden Business Park Limited,77408749,"Unit 10 Ripponden Bsn Park, Oldham Road, Ripponden, Sowerby Bridge       HX6 4FF",,8100,1372.22,09/29/14
Jamie Stanton Ltd,76500705,"Unit 1 Ground Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1950,0,06/23/14
,78068741,"Storeroom 11 Market Hall, Brook Street, Todmorden, OL14 5AJ",,97,46.95,06/05/14
Mobile Broadband Network Ltd,79024701,"Telecomms Mast, Site Ref Wyk 2039, Lindley Moor Road, Huddersfield         HD3 3TE","Po Box 6079, Wolverhampton, WV1 9RA",7900,3823.6,02/25/14
,65072723,"Pt Grd & 1ST Flr Arden Works, Fenton Road, Halifax, HX1 3PP",,6500,262.16,10/15/14
First Co Solutions Ltd,29452746,"Office 21, 11 Owler Ings Road, Brighouse, HD6 1EJ","Unit 21, The Coach House, 11 Owler Ings Road, Brighouse, HD6 1EJ",2000,0,05/01/14
Appetite 4 Recruitment Ltd,29636715,"Unit 1 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP","10a Queen Street, Godalming, Surrey, GU7 1BD",3250,1573,01/01/15
,68580727,"Unit 1, 2 Silver Street, Halifax, HX1 1HS",,5900,0,12/01/13
Kino & Co,65344982,"Unit 1.02/1.03, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",1600,0,01/01/14
,69268701,"2 Warley Grove, Halifax, HX2 0AE",,1650,0,05/31/12
,56244014,"14 Victoria Road, Elland, HX5 0PU",,3000,0,07/30/14
Associated Stone Masonry Ltd,29112715,"Fossil Stone, Brookfoot Lane, Brighouse, HD6 2RA","Watson Quarry, Brookfoot Lane, Halifax, HX3 6SZ",5600,2710.4,06/01/14
Heritage Lofts Ltd (In Administration),56220791,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","C/O Begbies Traynor, 9th Floor, Bond Court, Leeds, LS1 2JZ",1500,0,04/01/14
A T C Properties Ltd,65100715,"Suite 2A First Floor, Fountain Chambers, Fountain Street, Halifax              HX1 1LW","7 Cottage Road, Headingley, Leeds, LS6 4DD",1200,0,01/10/15
,69304709,"Over 2 Waterhouse Street, Halifax, HX1 1JA",,1950,0,06/01/14
Warmco Space Heating Ltd,56212747,"Unit 307 3RD Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",1000,0,01/01/13
,56224752,"Ground Floor, 58/60 Southgate, Elland, HX5 0DQ",,7500,907.5,05/06/14
Halifax Opportunities Trust,64176719,"Childrens Centre, Mount Pellon Primary Academy, Battinson Road, Halifax              HX1 4RG","Attn Barbara Harbinson, The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",6500,64.61,07/01/14
Freestyle Display Ltd,78400749,"196 Rochdale Road, Todmorden, OL14 7NA","196 Rochdale Road, Todmorden, Lancashire, OL14 7NA",3050,0,05/20/14
Millcraft Associates,76256732,"Unit 21b, Hebble End, Hebden Bridge, HX7 6HJ","Bridge Mill, St George's Square, Hebden Bridge, HX7 8ET",1150,0,05/01/14
Infoobjects Ltd,69360735,"Office B20 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","36 Shoreham Rise, Two Mile Ash, Milton Keynes, MK8 8BS",2400,0,07/21/14
,64344709,"Unit 20 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,3050,0,09/26/13
Sharlketh Ltd,76508723,"Unit 8 Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET","Bridge Mill, St Georges Square, Hebden Bridge, HX7 8ET",530,0,11/01/11
Warmco Space Heating Ltd,29420745,"Unit 3B Wilkin Royd Mills, Mill Lane, Brighouse, HD6 1PN","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",2500,0,04/01/14
,29452724,"Office 7, 11 Owler Ings Road, Brighouse, HD6 1EJ",,860,0,04/01/14
,56224722,"65/67 Southgate, Elland, HX5 0DQ",,6000,0,12/01/14
,56244035,"35 Victoria Road, Elland, HX5 0AB",,2500,0,05/20/11
Firedragon Games Llp,78400863,"Unit 19 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",,1450,0,01/01/14
,68308265,"265 Queens Road, Halifax, HX1 4NS",,5100,0,10/01/14
Greenthumb Ltd,56212750,"Unit 1 Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY","Integra, St Asaph Business Park, St Asaph, Denbighshire, LL17 0JD",3150,1524.6,10/01/14
,65344919,"Unit 1B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,2000,0,03/01/15
,68308173,"173 Queens Road, Halifax, HX1 4LN",,2425,0,08/13/14
We Buy Any Car Ltd,64242712,"Office 14 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Pennine House, Zebra Court, White Moss View, Manchester, M24 1UN",5400,2613.6,01/02/15
,65264731,"Unit 6, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,2000,0,06/23/14
,76360005,"5 Market Street, Hebden Bridge, HX7 6EU",,6200,0,03/05/15
,64288819,"Market Stall 110-111, Market Hall, Borough Market, Halifax              HX1 1DZ",,4000,0,01/14/13
,68156003,"3 Ovenden Road, Halifax, HX3 5PN",,4050,0,04/01/14
"R.S.P.C.A. Halifax, Huddersfield",56224019,"19 Southgate, Elland, HX5 0BW","And  District Branch, The Rspca Animal Shelter, Wade Street, Halifax, HX1 1SN",4950,0,12/08/14
Ppc Uk Ltd (In Administration),64852706,"First And Second Floors, Unit 1b Dunkirk Mills, Dunkirk Lane, Halifax             HX1 3TA","Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",2175,0,09/28/14
Ppc Uk Ltd (In Administration),64852703,"Basement, 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA","Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",2075,0,09/27/14
Dogan Limited,77600724,"20A/20B Town Hall Street, Sowerby Bridge, HX6 2EA",,7200,696.96,02/19/15
,77024714,"Unit 14C, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,2150,0,10/05/14
,68736701,"1a St James Street, Halifax, HX1 5SU",,1825,0,11/01/12
W.K.W. Precision Engineering Co Ltd,68520717,"Land Rear Wkw Engineering, Atlas Works, Sedburgh Road, Halifax              HX3 9HB","C/O Mr S Green, 45 Upper Lane, Northowram, Halifax, HX3 7EE",1800,871.2,04/16/14
,78408783,"Unit 4, Salford Industrial Estate, Salford, Todmorden           OL14 5BT",,2900,0,10/01/14
,77408713,"Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB",,8900,2081.99,12/07/14
,68824720,"Units 5/6 Station Ind.Park, Station Road, Luddendenfoot, Halifax              HX2 6AD",,5600,0,10/13/14
,68378001,"1 Ryders Court, Denholmegate Road, Hipperholme, Halifax             HX3 8JQ",,2650,0,08/17/12
Natural Endings Ltd,78396700,"Rise Lane, Todmorden, OL14 7AA","Rose House, 293 Rise Lane, Todmorden, OL14 7AA",3750,0,12/01/13
,69264708,"10 Wards End, Halifax, HX1 1BX",,9900,3115.5,10/01/14
,76424703,"Beech House Self Catering, Palace House Road, Hebden Bridge, HX7 6HW",,1750,0,08/01/14
,65516786,"Office First Floor, 161A King Cross Road, Halifax, HX1 3LN",,1750,0,01/01/15
Hird & Partners L L P,64268010,"10 Blackwall, Halifax, HX1 2BE","2 King Street, Halifax, HX1 1SR",11750,5839.75,03/31/15
"R.S.P.C.A. Halifax, Huddersfield",68308839,"1ST Flr Rear, Queens Hall, Queens Road, Halifax              HX1 3NS","And  District Branch, The Rspca Animal Shelter, Wade Street, Halifax, HX1 1SN",1950,19.38,01/18/13
,56236011,"11 Town Hall Buildings, Elland, HX5 0EU",,5700,0,04/01/14
Inpost Uk Ltd,65520739,"Electronic Delivery Locker, King Cross Street, Halifax, HX1 2SH","Suite 655 Mk Business Centre, Foxhunter Drive, Linford Wood, Milton Keynes, MK14 6GD",950,459.8,03/31/15
Drive Medical Ltd,64480717,"Offices 6-8, Calder Street, West Vale, Halifax              HX4 8AQ","Ainleys Industrial Estate, Huddersfield Road, Elland, HX5 9JP",7300,3533.2,07/01/13
,76560724,"Unit 7 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX",,3450,0,05/01/15
,65652731,"36 Lister Lane, Halifax, HX1 5AX",,8200,4075.4,05/31/15
B W Sipp Trustees Limited,64480701,"Calder Street, West Vale, Halifax, HX4 8AQ","C/O Throstle Nest, Warley Wood Lane, Luddendenfoot, Halifax, HX2 6BW",1550,0,02/26/14
,68212700,"Windmill Tavern, Park Square, Hough, Northowram           HX3 7BZ",,11250,4763.78,07/20/15
Leodis Properties Ltd,65412706,"Punch Bowl Inn, 389 Huddersfield Road, Halifax, HX3 9LJ","F.A.O. Samantha Jane Lee, Martha's Ale House, Well Lane, Guiseley, LS20 9BA",4750,2360.75,04/01/15
,77652047,"47 Wharf Street, Sowerby Bridge, HX6 2LB",,2800,0,05/01/15
,76500752,"Unit 34 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1625,0,02/28/15
Oiltech Europe Ltd,29084720,"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA","St Aidans Chapel, Bradford Road, Bailiff Bridge, Brighouse, HD6 4EA",8400,4065.6,12/08/14
McCarthy & Stone Retirement Lifestyles Ltd,76560743,"Sales Office Apt 2 Gf, Leedham Court, Victoria Road, Hebden Bridge        HX7 8DZ","Aspen House, Wykeham Road, North Minster Business Park, York, YO26 6QW",6700,3242.8,04/01/15
Ground Strategies Ltd,64296732,"Office Suite E207, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E207, Dean Clough Mills, Halifax, HX3 5AX",7200,696.96,05/01/15
Locality (Uk),76500713,"Unit 9 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","33 Corsham Street, London, N1 6DR",950,94.43,01/01/14
,77024789,"Unit B 2ND Floor, Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge       HX6 3BS",,810,0,10/01/14
,56108707,"Unit 3, George Street, Elland, HX5 0NE",,3250,0,04/01/14
Tesco Personal Finance Ltd,65108717,"Atm At Tesco Express, Free School Lane, Halifax, HX3 0AA","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",8300,4017.2,08/20/14
Cellar 28 Ltd,29644028,"Ground Floor Office, Cellar 28, William Street, Brighouse            HD6 1HR","William Street, Brighouse, HD6 1HR",1200,0,02/14/15
,64288045,"45 Borough Market, Halifax, HX1 1DY",,2350,0,03/01/15
,64236729,"Unit D Eastfield Mills, Belmont Street, Halifax, HX3 6AT",,3400,0,01/01/14
,64236730,"Unit F Eastfield Mills, Belmont Street, Halifax, HX3 6AT",,8800,1987.51,01/01/14
Rathbone Training Ltd,29644704,"1ST Floor, 2 William Street, Brighouse, HD6 1HR","Business Rates Payment Mgr., Lambert Smith Hamptob, 2nd Floor, 41-51 Grey Street, Newcastle Upon Tyne, NE1 6EE",5200,516.88,01/23/15
I Haigh Forklift Solutions Ltd,56144719,"Grove Garage, James Street, Elland, HX5 0HB","3a Romsey Close, Lindley, Huddersfield, HD3 3GU",990,0,07/11/14
,29084623,"623 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,3400,0,06/01/15
Millstone Grit Productions Ltd,76500729,"Unit 18 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,1675,0,07/05/15
Project 1 Architectural Designs Ltd,29408700,"2 Martin House, Martin Street, Brighouse, HD6 1DA",,1550,0,08/11/15
Accurating Ltd,64404700,"Brooke House, 7 Brooke Green, Hipperholme, Halifax             HX3 8ES",,2250,0,06/02/15
Yorkshire Tutoring Limited,69216727,"Bbw Business Centre 2ND Flr, 12 Wade House Road, Shelf, Halifax              HX3 7PB","8 Greenacres, Shelf, Halifax, HX3 7QT",1550,0,07/27/15
