Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,20/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,INV51226PART PAYT.,"66,762.35",
Department of Health,Department of Health,20/04/2011,Service charge,NHS Chief Information Officer,CSC COMPUTER SCIENCES LTD,5201223975,"88,239.12",
Department of Health,Department of Health,20/04/2011,Addition Clearing - IT,NHS Chief Information Officer,CSC COMPUTER SCIENCES LTD,5201223975,"52,012.08",
Department of Health,Department of Health,20/04/2011,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,5546,"233,096.40",
Department of Health,Department of Health,20/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,OXFORD UNIVERSITY,BZRQXF0/20061527,"125,000.00",
Department of Health,Department of Health,20/04/2011,Staff Consultancy & Suppt,INFORMATICS,QI CONSULTING,12806755,"21,854.30",
Department of Health,Department of Health,20/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,21123,"3,387.55",
Department of Health,Department of Health,20/04/2011,Contactor/ Staff Subsitution,HEALTH PROTECTION AND IMPROVEMENT,SAPIENT LTD,21123,"26,032.04",
Department of Health,Department of Health,20/04/2011,Contactor/ Staff Subsitution,WORKFORCE,SAPIENT LTD,20740,858.00,
Department of Health,Department of Health,20/04/2011,Outsourcing Contract,WORKFORCE,SAPIENT LTD,20740,"43,959.55",
Department of Health,Department of Health,20/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,THE AFIYA TRUST,ERS-431006-45481,"26,521.50",
Department of Health,Department of Health,20/04/2011,Furniture & Fittings,INFORMATICS,SENATOR SECURITY SYSTEMS LTD,12756667,"33,768.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,ASHRIDGE CONSULTING LTD,ERS-431058-45507,"141,640.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431056-45510,"42,343.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431065-45511,"55,710.00",
Department of Health,Department of Health,21/04/2011,CASH FUNDING Rev ND In RAB,FINANCE & OPERATIONS (DM),NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-10703,"38,000,000.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-431059-45506,"500,000.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,PENNINE CARE NHS FOUNDATION TRUST,ERS-431063-45504,"41,988.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE,ERS-431067-45509,"73,013.61",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,ERS-431057-45502,"38,217.00",
Department of Health,Department of Health,21/04/2011,Furniture & Fittings,INFORMATICS,SENATOR SECURITY SYSTEMS LTD,12756666,"25,667.50",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-431061-45505,"65,665.00",
Department of Health,Department of Health,21/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-431066-45512,"88,008.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,"1,831.80",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,"8,458.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,"9,542.70",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,"28,898.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,"33,456.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BANGOR UNIVERSITY,ERS-431092-45578,"14,968.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BANGOR UNIVERSITY,ERS-431092-45578,"20,921.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,"9,691.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,"14,030.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,"20,310.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,"22,262.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,"23,501.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,"37,010.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,"64,142.00",
Department of Health,Department of Health,26/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,264992,"1,977,416.19",
Department of Health,Department of Health,26/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265508,"4,247,011.13",
Department of Health,Department of Health,26/04/2011,Addition Clearing - IT,NHS Chief Information Officer,BT GROUP PLC,265024,"193,816.00",
Department of Health,Department of Health,26/04/2011,Addition Clearing - IT,NHS Chief Information Officer,BT GROUP PLC,265863,"339,190.21",
Department of Health,Department of Health,26/04/2011,Addition Clearing - IT,NHS Chief Information Officer,BT GROUP PLC,264751,"2,880,000.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,"24,612.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,"35,057.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,"52,166.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,CARDIFF UNIVERSITY,ERS-431099-45558,"5,127.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,CARDIFF UNIVERSITY,ERS-431099-45558,"29,646.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,DUNDEE UNIVERSITY OF,ERS-431102-45559,"27,052.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,DUNDEE UNIVERSITY OF,ERS-431102-45559,"34,308.00",
Department of Health,Department of Health,26/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,FOLESHILL WOMENS TRAINING LTD,ERS-431171-45601,"29,500.00",
Department of Health,Department of Health,26/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,HEALTH PROTECTION AGENCY (HPA),5307473,"79,950.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431104-45561,"13,711.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431104-45561,"25,005.10",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431105-45562,"30,663.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,"19,576.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,"30,559.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,"34,795.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,KEELE UNIVERSITY OF,ERS-431108-45564,"35,489.90",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,"11,734.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,"36,623.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,"157,754.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,MEDICAL RESEARCH COUNCIL MRC,ERS-431114-45569,"8,665.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,MEDICAL RESEARCH COUNCIL MRC,ERS-431114-45569,"24,108.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-431115-45570,"43,667.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,"7,924.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,"13,829.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,"48,859.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,"94,073.00",
Department of Health,Department of Health,26/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,OXFORDSHIRE MIND,ERS-431177-45641,"26,233.50",
Department of Health,Department of Health,26/04/2011,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1353576810,"134,842.80",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-431122-45573,"20,976.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-431122-45573,"24,327.00",
Department of Health,Department of Health,26/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,RBB ECONOMICS LLP,LLP09665,"52,800.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SHEFFIELD UNIVERSITY OF,ERS-431124-45574,"23,188.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SHEFFIELD UNIVERSITY OF,ERS-431124-45574,"26,074.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SUSSEX UNIVERSITY OF,ERS-431127-45576,"34,632.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SWANSEA UNIVERSITY,ERS-431128-45579,"12,547.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SWANSEA UNIVERSITY,ERS-431128-45579,"31,745.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,SWANSEA UNIVERSITY,ERS-431128-45579,"37,260.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,TEESSIDE UNIVERSITY OF,ERS-431129-45577,"25,332.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-431130-45567,"32,665.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-431131-45545,"31,287.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-431132-45541,"15,099.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-431132-45541,"18,320.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-431133-45580,"20,436.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-431133-45580,"26,028.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-431133-45580,"38,407.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-431133-45580,"44,965.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-431134-45581,"13,358.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-431134-45581,"25,315.00",
Department of Health,Department of Health,26/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-431134-45581,"27,032.00",
Department of Health,Department of Health,26/04/2011,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,12879491,"31,050.00",
Department of Health,Department of Health,26/04/2011,External Consultancy Fees,INFORMATICS,QI CONSULTING,12879535,"23,822.28",
Department of Health,Department of Health,27/04/2011,Admin Revenue Grant-in-Aid,WORKFORCE,APPOINTMENTS COMMISSION,2011051,"300,000.00",
Department of Health,Department of Health,27/04/2011,CFH Prepay & accrue inc (ST),More than one directorate,BT GROUP PLC,CHAPS27/4/11.,"68,801,373.21",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,179.78,
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,326.81,
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,580.58,
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,"2,186.39",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,"42,300.00",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,"76,965.30",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,"110,576.45",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265643,"352,132.53",
Department of Health,Department of Health,27/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,265521,"354,690.61",
