"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-18,"Grants to non profit institutions (CUR)","SOCIAL CARE","NACRO","ERS-430875-45421",120000,""
"Department of Health","Department of Health",2011-04-18,"Secondees in invoiced costs","SOCIAL CARE","NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE)","5581161",27926.57,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","FINANCE & OPERATIONS (DM)","NHS SHARED BUSINESS SERVICES (SBS)","1094799",121343.4,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","NORTH EAST LONDON NHS FOUNDATION TRUST","ERS-430853-45389",111650,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","NORTH STAFFORDSHIRE PCT","ERS-430831-45387",105560,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","NORTH YORKSHIRE & YORK PCT","ERS-430832-45386",66207,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-430833-45409",104291,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","NOTTINGHAMSHIRE COUNTY TEACHING PCT","ERS-430834-45384",116725,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","OXFORD RADCLIFFE HOSPITAL NHS TRUST","ERS-430822-45400",96361,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","POLICY & STRATEGY","OXFORD UNIVERSITY","RTHP0/20074335",90000,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","PLYMOUTH HOSPITALS NHS TRUST","ERS-430855-45393",105847,""
"Department of Health","Department of Health",2011-04-18,"External Consultancy Fees","INFORMATICS","ROYAL COLLEGE OF PHYSICIANS","12846539",124000,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430835-45392",76125,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SOUTH BIRMINGHAM PCT","ERS-430836-45383",103530,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430838-45404",91350,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430837-45403",104545,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430839-45405",115710,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","SOUTHAMPTON CITY PCT","ERS-430840-45382",115710,""
"Department of Health","Department of Health",2011-04-18,"Other programme expenditure","SOCIAL CARE","SQW CONSULTING LTD","16227",145942.86,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430841-45399",87290,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430823-45398",100908,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430843-45396",86275,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430842-45395",88303,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430844-45388",92799,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430845-45407",52500,""
"Department of Health","Department of Health",2011-04-18,"Other programme expenditure","WORKFORCE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","L0066399",30083,""
"Department of Health","Department of Health",2011-04-18,"Storage costs","NHS MEDICAL DIRECTOR","WINTHROP PHARMACEUTICALS UK LTD","4700000001",50440.53,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","ERS-430825-45391",109290,""
"Department of Health","Department of Health",2011-04-19,"Service charge","NHS Chief Information Officer","ATOS ORIGIN IT SERVICES UK LTD","5584080933",68604.23,""
"Department of Health","Department of Health",2011-04-19,"Service charge","NHS Chief Information Officer","ATOS ORIGIN IT SERVICES UK LTD","5584079691",73184.65,""
"Department of Health","Department of Health",2011-04-19,"Service charge","NHS Chief Information Officer","ATOS ORIGIN IT SERVICES UK LTD","5584080934",1389766.82,""
"Department of Health","Department of Health",2011-04-19,"Addition Clearing - IT","NHS Chief Information Officer","ATOS ORIGIN IT SERVICES UK LTD","5584080934",5496.31,""
"Department of Health","Department of Health",2011-04-19,"Addition Clearing - IT","NHS Chief Information Officer","ATOS ORIGIN IT SERVICES UK LTD","5584079693",156566.37,""
"Department of Health","Department of Health",2011-04-19,"Service charge","NHS Chief Information Officer","BT GROUP PLC","262736",325195,""
"Department of Health","Department of Health",2011-04-19,"External Consultancy Fees","INFORMATICS","CAPGEMINI UK PLC","12553211",32580,""
"Department of Health","Department of Health",2011-04-19,"External Consultancy Fees","INFORMATICS","CAPGEMINI UK PLC","12553208",29183,""
"Department of Health","Department of Health",2011-04-19,"External Consultancy Fees","INFORMATICS","CAPGEMINI UK PLC","12553206",22001,""
"Department of Health","Department of Health",2011-04-19,"Outsourcing Contract","COMMUNICATIONS","CENTRAL OFFICE OF INFORMATION (COI)","733110",225,""
"Department of Health","Department of Health",2011-04-19,"Outsourcing Contract","COMMUNICATIONS","CENTRAL OFFICE OF INFORMATION (COI)","733110",71656,""
"Department of Health","Department of Health",2011-04-19,"Outsourcing Contract","FINANCE & OPERATIONS (DM)","CSC COMPUTER SCIENCES LTD","5201233299",68542,""
"Department of Health","Department of Health",2011-04-19,"Contactor/ Staff Subsitution","COMMISSIONING","DETICA LTD","1039283",19680,""
"Department of Health","Department of Health",2011-04-19,"Contactor/ Staff Subsitution","COMMISSIONING","DETICA LTD","1039283",21600,""
"Department of Health","Department of Health",2011-04-19,"Travel & subsistence staff","FINANCE & OPERATIONS (DM)","EXPOTEL HOTEL RESERVATIONS LTD","709723",101789.87,""
"Department of Health","Department of Health",2011-04-19,"Conferences & seminars","FINANCE & OPERATIONS (DM)","EXPOTEL HOTEL RESERVATIONS LTD","709882",161754.54,""
"Department of Health","Department of Health",2011-04-19,"Other programme expenditure","HEALTH PROTECTION AND IMPROVEMENT","FACULTY OF PUBLIC HEALTH (FPH)","0000000392",2e+05,""
"Department of Health","Department of Health",2011-04-19,"Other programme expenditure","HEALTH PROTECTION AND IMPROVEMENT","FACULTY OF PUBLIC HEALTH (FPH)","0000000393",221490,""
"Department of Health","Department of Health",2011-04-19,"Contactor/ Staff Subsitution","COMMISSIONING","HEALTH AND SOCIAL CARE INFORMATION CENTRE","12592306",70051.34,""
"Department of Health","Department of Health",2011-04-19,"Contactor/ Staff Subsitution","COMMISSIONING","HEALTH AND SOCIAL CARE INFORMATION CENTRE","12592307",77143.34,""
"Department of Health","Department of Health",2011-04-19,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","HEALTH PROTECTION AGENCY (HPA)","5303720",38544,""
"Department of Health","Department of Health",2011-04-19,"Admin Revenue Grant-in-Aid","NHS FINANCE PERFORMANCE & OPERATIONS","MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS","IR OF NHS FUNDING APRIL 2011",1300000,""
"Department of Health","Department of Health",2011-04-19,"Outsourcing Contract","WORKFORCE","NHS EMPLOYERS LTD","5218",469212,""
"Department of Health","Department of Health",2011-04-19,"Computer Maintenance","INFORMATICS","PROBRAND LTD","12865153",80509.22,""
"Department of Health","Department of Health",2011-04-19,"External Consultancy Fees","INFORMATICS","QI CONSULTING","12846536",23180.98,""
"Department of Health","Department of Health",2011-04-19,"Staff Consultancy & Suppt","INFORMATICS","SAND RESOURCES LTD","12853413",21123.8,""
"Department of Health","Department of Health",2011-04-19,"Revenue Grants to Other Bodies","SOCIAL CARE","UNIVERSITY OF CENTRAL LANCASHIRE HEC","ERS-430956-45461",80000,""
"Department of Health","Department of Health",2011-04-20,"Service charge","NHS Chief Information Officer","BT GROUP PLC","INV51226PART PAYT.",66762.35,""
"Department of Health","Department of Health",2011-04-20,"Service charge","NHS Chief Information Officer","CSC COMPUTER SCIENCES LTD","5201223975",88239.12,""
"Department of Health","Department of Health",2011-04-20,"Addition Clearing - IT","NHS Chief Information Officer","CSC COMPUTER SCIENCES LTD","5201223975",52012.08,""
"Department of Health","Department of Health",2011-04-20,"Outsourcing Contract","WORKFORCE","NHS EMPLOYERS LTD","5546",233096.4,""
"Department of Health","Department of Health",2011-04-20,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","OXFORD UNIVERSITY","BZRQXF0/20061527",125000,""
"Department of Health","Department of Health",2011-04-20,"Staff Consultancy & Suppt","INFORMATICS","QI CONSULTING","12806755",21854.3,""
"Department of Health","Department of Health",2011-04-20,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","SAPIENT LTD","21123",3387.55,""
"Department of Health","Department of Health",2011-04-20,"Contactor/ Staff Subsitution","HEALTH PROTECTION AND IMPROVEMENT","SAPIENT LTD","21123",26032.04,""
"Department of Health","Department of Health",2011-04-20,"Contactor/ Staff Subsitution","WORKFORCE","SAPIENT LTD","20740",858,""
"Department of Health","Department of Health",2011-04-20,"Outsourcing Contract","WORKFORCE","SAPIENT LTD","20740",43959.55,""
"Department of Health","Department of Health",2011-04-20,"Grants to non profit institutions (CUR)","SOCIAL CARE","THE AFIYA TRUST","ERS-431006-45481",26521.5,""
"Department of Health","Department of Health",2011-04-20,"Furniture & Fittings","INFORMATICS","SENATOR SECURITY SYSTEMS LTD","12756667",33768,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","ASHRIDGE CONSULTING LTD","ERS-431058-45507",141640,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-431056-45510",42343,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","IMPERIAL COLLEGE LONDON","ERS-431065-45511",55710,""
"Department of Health","Department of Health",2011-04-21,"CASH FUNDING Rev ND In RAB","FINANCE & OPERATIONS (DM)","NHS BUSINESS SERVICES AUTHORITY (NHSBSA)","HAFS-10703",3.8e+07,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","ERS-431059-45506",5e+05,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","PENNINE CARE NHS FOUNDATION TRUST","ERS-431063-45504",41988,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE","ERS-431067-45509",73013.61,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST","ERS-431057-45502",38217,""
"Department of Health","Department of Health",2011-04-21,"Furniture & Fittings","INFORMATICS","SENATOR SECURITY SYSTEMS LTD","12756666",25667.5,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-431061-45505",65665,""
"Department of Health","Department of Health",2011-04-21,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-431066-45512",88008,""
"Department of Health","Department of Health",2011-04-26,"Research & development","Research & development","ABERDEEN UNIVERSITY OF","ERS-431091-45552",1831.8,""
"Department of Health","Department of Health",2011-04-26,"Research & development","Research & development","ABERDEEN UNIVERSITY OF","ERS-431091-45552",8458,""
