Billing Address,Liability Start Date,Property Address,Ratepayer,Net Debit,Property Reference,RV
,19/03/2015,"Unit 2, Hillas Industrial Estate, Walker Lane, Sowerby Bridge      HX6 2AR",,0,77632712,2550
,01/09/2013,"Lindores, Burnley Road, Todmorden, OL14 5EX",,0,78076796,5200
"Offices 1, 2 & 3, Church Of St John Evangelist, Calder Street, West Vale, HX4 8AQ",01/04/2015,"Office 1, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Community Transport Ltd,592.9,64480709,1225
"South Ridge, Warley Wood Lane, Luddenden, Halifax, HX2 6BW",04/09/2015,"Wellington Business Park, Units 2-3, Norland Road, Sowerby Bridge       HX6 3DF",Infusion Concepts Ltd,3479,77388706,7000
,01/11/2015,"Cafe At The Wellbeing Centre, 2 Briggate, Elland, HX5 9DP",,0,56020716,4850
"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",09/01/2015,"Ogden Hall, 24 Causeway Foot, Halifax, HX2 8YB",Ogden Otters Ltd,3226.68,64516712,10000
"B4 Phoneix Tading Estate, London Road, Thrupp, Stroud, Glocestershire, GL5 2BX",22/01/2016,"Unit 17, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL",Aquamat Ltd,3049.2,68536770,6300
"Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",13/10/2015,"Unit 10 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hebden Bridge Community Association,0,76500754,1875
"35 Rocky Road, Gilnarhirk, Belfast, Northern Ireland, BT5 7TA",04/01/2016,"15 Windmill Court, Keighley Road, Illingworth, Halifax              HX2 8YB",Rockmount Utilities Ltd,795.2,69601015,1600
"Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",01/01/2016,"Unit 4B, Orchard Business Park, Scout Road, Mytholmroyd          HX7 5HZ",Thornber Chicks Ltd,0,76468727,3100
"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",01/06/2015,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",James Melia Photographers Ltd,0,77196003,2800
"Atlas Mill Road, Brighouse, HD6 1ES",19/10/2015,"Thompson & Hudson, Atlas Mill Road, Brighouse, HD6 1ES",Thompson & Hudson Wire Machinery,2178,29032742,9000
,13/06/2015,"Office 6, Church View Office Centre, Elland Road, Ripponden            HX6 4DB",,0,77196709,1225
,01/12/2013,"Office G4 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Futures Forward,0,68526754,1500
"22 Vegal Crescent, Halifax, HX3 5PA",13/07/2015,"Unit 6G, Calderdale Business Park, Club Lane, Halifax              HX2 8DB",Master Flooring Installation Ltd,0,64628766,1950
,01/10/2015,"Dancroft & Bridge Mills, Gauxholme Fold, Todmorden, OL14 7PW",Steeltech Kinetix (Northern) Ltd,5452.52,78176702,11750
"Unit 1, Topland Country Busihess Park, Cragg Road, Mytholmroyd, HX7 5RU",01/03/2015,"Unit 1, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Vizbox Enclosures Ltd,0,76160753,2650
,26/08/2015,"The Last Post, 1 Oldham Road, Ripponden, Sowerby Bridge       HX6 4DN",Boothwood Ltd,3180.8,77408723,6400
"Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",15/10/2015,"Office 8 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Halifax Opportunities Trust,1814.05,64242706,3650
,04/08/2015,"Hare & Hounds Inn, Denholmegate Road, Hipperholme, Halifax             HX3 8JQ",X Cm Hospitality Ltd,0,64812709,5200
"Po Box 25, Brighouse, HD6 1WR",02/12/2015,"Unit 6, Heywoods Industrial Park, Birds Royd Lane, Brighouse            HD6 1NA",W Younger Developments Ltd,0,29052751,11750
,06/06/2015,"85A Highfield Road, Rastrick, Brighouse, HD6 3JA",Curry Chef (Yorkshire) Ltd,0,29328702,2750
"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29/09/2015,"Suite 6 Clifton House, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EJ",Blackshaw Holdings Ltd,0,29084825,2425
,09/08/2014,"3 Wards End, Halifax, HX1 1DD",,0,69264706,3200
"Unit 4 Victoria Works, The Boathouse, Wharf Street, Brighouse, HD6 1PP",01/10/2014,"Unit 4 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP",Pegasus Executive Search Ltd,0,29636717,3650
"195a Bury Road, Rawtenstall, Rossendale, Lancs, BB4 6DJ",03/11/2014,"30 Halifax Road, Todmorden, OL14 5QG",Todmorden Funeral Services Ltd,2710.4,78192030,5600
,21/01/2015,"253 King Cross Road, Halifax, HX1 3JL",,765.57,65516253,7300
"C/O Cushman & Wakefield, National Rating Team, St Paul's House, 23 Park Square South, Leeds, LS1 2ND",03/10/2014,"Atm, 2A Smith House Avenue, Brighouse, HD6 2JZ",Clydesdale Bank Plc,968,29520702,2000
,03/10/2014,"2A Smith House Avenue, Brighouse, HD6 2JZ",,4119.58,29520703,10750
,01/01/2015,"103/105 Gibbet Street, Halifax, HX1 5BP",,0,65164867,4150
,01/01/2015,"7 Westgate, Halifax, HX1 1DJ",,3513.48,69400715,10250
,03/01/2015,"18 Crown Street, Halifax, HX1 1TT",,5094.25,64756018,10250
,01/02/2014,"Unit B1 (B) & B12, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,0,68132768,5500
,01/02/2014,"Unit B1 (A), Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,0,68132769,2400
,04/03/2014,"Basement Floor, 182 Rochdale Road, Greetland, Halifax              HX4 8JE",,0,68392751,1150
,05/07/2014,"39 Wakefield Road, Hipperholme, Halifax, HX3 8AA",,0,69244039,1650
,05/05/2013,"178 Boothtown Road, Halifax, HX3 6TU",,0,64284178,2400
,02/06/2014,"24 King Cross Street, Halifax, HX1 2SH",,0,65520024,4250
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",31/03/2014,"Unit 13, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,0,29284740,990
,01/04/2014,"6 Town Hall Buildings, Elland, HX5 9AJ",,0,56236006,2150
,06/04/2012,"2 Victoria Street, Greetland, Halifax, HX4 8DF",West Vale Bakery Limited,0,69204002,3250
"C/O The Secretary, North View, Halifax Road, Todmorden, OL14 5QG",01/07/2013,"Hand Car Wash, R/O Tod W M Club, Halifax Road, Todmorden           OL14 5QG",Todmorden W M Social Club,0,78192819,850
,08/11/2014,"Unit C, Horley Green Road, Halifax, HX3 6AS",,0,65372709,4300
,05/05/2015,"34 Bull Green, Halifax, HX1 5AB",,4119.58,64436807,10750
,01/08/2015,"Office 17 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Resourceful In.Uk Ltd,665.5,64242715,1375
,15/06/2015,"Office 22 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,0,64242752,2700
,01/08/2015,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Elysium Marketing Solutions Ltd,0,64242726,1900
,01/04/2014,"Unit HM15 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",B & B Properties Ltd,0,65344803,2700
,01/04/2014,"The Nook, West Street, Sowerby Bridge, HX6 3AJ",,0,77584701,9600
,12/09/2014,"230 Ovenden Way, Ovenden, Halifax, HX3 5NU",,0,68160230,3350
"Kevin Pearce Childrens Centre, Ovenden Road, Ovenden, Halifax, HX3 5RQ",01/07/2014,"The Vicarage, 1 Sunny Bank Road, Mixenden, Halifax              HX2 8RX",North Halifax Partnership Ltd,0,68927701,10000
,01/10/2014,"Unit HM4 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",,0,65344792,4100
,12/03/2015,"3 Wharf Street, Sowerby Bridge, HX6 2EG",,1416.45,77652003,2850
,01/04/2014,"Unit 12, George Street, Elland, HX5 0NE",,0,56108706,1725
,20/11/2013,"1st & Part Ground Floor, Holme End, Hebden Bridge, HX7 8NX",,0,76284712,2125
,20/04/2015,"2 Crown Yard, Southgate, Elland, HX5 0DQ",,0,56224701,2475
"Empire House, Mulcture Hall Road, Halifax, HX1 1SP",23/09/2015,"Suite A3 1ST Floor, Empire House, Mulcture Hall Road, Halifax              HX1 1SP",G.H.P Ltd,931.7,65900718,1925
,28/09/2012,"Unit 2D, Hipperholme Business Park, Halifax Road, Hipperholme          HX3 8ER",,0,65232767,1575
,01/04/2010,"Unit 11 The Nurseries, Halifax Road, Brighouse, HD6 2QD",Frank Harrison Brighouse Limited,0,29296726,5200
"Hallam Business Centre, Stubley Lane, Dronfield, S18 1LS",01/08/2015,"Office 1, 11 Owler Ings Road, Brighouse, HD6 1EJ",Precedo Health Care Ltd,435.6,29452720,900
"Suite A1 1st Floor, Empire House, Mulcture Hall Road, Halifax, HX1 1SP",23/09/2015,"Suite A5 1ST Floor, Empire House, Mulcture Hall Road, Halifax              HX1 1SP",Wren Sterling Financial Planning Ltd,1984.4,65900721,4100
,01/09/2015,"Vend For Free, Mill Lane, Brighouse, HD6 1PN",vend4free,2008.6,29420755,4150
,07/02/2015,"First Floor Rear, 8 Hopwood Lane, Halifax, HX1 5HW",,0,64242828,1600
,26/12/2015,"36 Rochdale Road, Todmorden, OL14 7LD",,0,78400814,3700
,01/07/2014,"Unit 5 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",Firth Joinery Services Ltd,0,68164706,5200
,14/11/2013,"2 Spring Hall House, Pellon New Road, Halifax, HX1 4GQ",,0,68240705,5600
,06/09/2012,"Unit 18, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ",,0,65164741,3000
,28/11/2014,"Unit 2b, Brunswick Works, Brassey Street, Halifax             HX1 2EA",Pc Lifting Services Ltd,0,64352706,3150
"11 Bethel Street, Brighouse, HD6 1JR",21/11/2014,"11 Bethel Street, Brighouse, HD6 1JR",Simply Sweets (Brighouse) Ltd,0,29048011,5700
,01/01/2014,"Unit D Woodman Works, South Lane, Elland, HX5 0PA",,0,56220756,5200
,01/09/2013,"128 Bradford Road, Brighouse, HD6 4AU",Angel Wings Homecare Ltd,0,29080128,2550
,01/01/2013,"Part Ground Floor, 3 Clare Road, Halifax, HX1 2HX",Bpr Property Management Ltd,0,64584797,3750
,14/08/2010,"20 Cow Green, Halifax, HX1 1HX",K D T Accountancy & Taxation Services Ltd,0,64700020,5700
"Heritage Exchange, South Lane, Elland, HX5 0HG",01/03/2014,"Office 7 James Street Mills, South Lane, Elland, HX5 0HB",Perfect P A's Ltd,0,56220796,1175
,01/09/2013,"45 Cote Hill, Burnley Road, Halifax, HX2 7LZ",,0,64692703,2650
,01/08/2011,"Unit 3 Southedge Works, Brighouse Road, Hipperholme, Halifax              HX3 8EF",,0,64376755,3750
"Second Floor, Unit 5 Wellington Mills, Quebec Street, Elland, HX5 9AS",01/09/2014,"Second Floor Unit 5, Wellington Mills, Quebec Street, Elland               HX5 9AS",Aspire Crafts Ltd,4114,56196753,8500
,23/12/2014,"207/207A King Cross Road, Halifax, HX1 3JL",,2178,65516777,9000
,01/04/2014,"Unit 18 First Floor, Old Town Mill, Wadsworth, Hebden Bridge       HX7 8SP",,0,76420708,1650
,01/04/2010,"Holme End, Hebden Bridge, HX7 8NX",,0,76284730,6500
"Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB",01/08/2014,"Front Part Unit H, Craven Edge Ent Centre, Hopwood Lane, Halifax              HX1 5JH",Global Commercial Investments Ltd,1689.8,64242817,3400
"Mill Race Farm, Wroot Road, Finningley, Doncaster, DN9 3DY",01/12/2012,"26 Halifax Road, Todmorden, OL14 5QG",Tia Greyhound & Lurcher Rescue,755.44,78192026,7600
,01/03/2014,"Unit 1, 148/150 Hanson Lane, Halifax, HX1 5PQ",,0,65264807,4300
"North Street, Greetland, Halifax, HX4 8DQ",01/02/2014,"North Street, Greetland, Halifax, HX4 8DQ",Express Office Solutions Ltd,0,68088702,890
,01/06/2014,"Unit 36, Phoebe Lane Industrial Est., Phoebe Lane, Halifax              HX3 9EX",,0,68248748,2950
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2014,"Unit 2 Grd Floor South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Warmco Space Heating Ltd,0,56212719,3000
,12/09/2014,"Clarence Brass Works, Aked's Road, Halifax, HX1 2TR",,907.5,64028700,7500
,23/06/2014,"100 Southgate, Elland, HX5 0EP",Jumping Clay Ltd,378.34,56224100,6700
"Rail House, Lord Nelson Street, Liverpool, L1 1JF",30/09/2013,"Bike And Go, Todmorden Train Station, Rise Lane, Todmorden           OL14 7AA",Merseyrail Electrics 2002 Ltd,38.72,78310704,80
,24/05/2014,"First Floor, 32 Fenton Road, Halifax, HX1 3PP",,0,65072724,1250
,01/04/2014,"Unit 5, Sedburgh Road, Halifax, HX3 9HB",Smiths Haulage & Contracting Ltd,2371.6,68520715,4900
"Black Brook Way, Stainland Road, Greetland, HX4 8BQ",01/11/2013,"Storage Land, Black Brook Way, Stainland Road, Greetland            HX4 8BQ",Ace Gas Ltd,2904,64254748,6000
"C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",16/07/2013,"Atm At Tesco Express, Leeds Road, Hipperholme, Halifax              HX3 8ND",Tesco Personal Finance Ltd,2855.6,65616718,5900
,01/09/2011,"58 Huddersfield Road, Elland, HX5 9AA",,0,56132058,3550
,01/09/2014,"Unit B2, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",,100.02,64448740,6200
"Lower Brockholes Farm, Lane Head Lane, Ogden, Halifax, HX2 8XQ",09/11/2014,"Unit 5, Brookfield Works, Quebec Street, Elland               HX5 9AP",E.T.S Halifax Ltd,1539.75,56196724,8300
"Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",01/11/2013,"Level 4 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",Shaw Lodge Mills Ltd,0,68526733,5100
"B4 Phoneix Tading Estate, London Road, Thrupp, Stroud, Glocestershire, GL5 2BX",01/04/2012,"Unit 1, Ellistones Lane, Greetland, Halifax              HX4 8NH",Aquamat Ltd,3291.2,65024702,6800
"Land And Property Services, Northgate House, Northgate, Halifax, HX1 1UN",01/04/2013,"Art Galleries, Piece Hall, Halifax, HX1 1RE",Calderdale Mbc,0,68252795,7600
,08/12/2014,"73 Southgate, Elland, HX5 0DQ",,2634.1,56224745,5300
,01/09/2014,"First Floor, 41A Crown Street, Halifax, HX1 1JB",,0,64756744,9100
,17/10/2014,"Unit 6, Asquith Bottom Works, Ridge Street, Sowerby Bridge       HX6 3BS",,0,77024707,1375
"15 Town Ing Mills, Stainland, Halifax, HX4 9EF",01/07/2014,"First Floor Warehouse B, 43-51 Queens Road, Halifax, HX1 3NS",Popkidz Hx Ltd,0,68308812,2025
,21/05/2013,"25a Shay Lane, Halifax, HX3 6QX",,0,68536727,2550
"Unit 8, Brighouse Trade Park, Armytage Road, Brighouse, HD6 1QZ",16/09/2014,"Unit 5, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",Performance Glass Processing  Ltd,0,65752707,7100
"Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",01/09/2014,"Unit 72 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD",Edgar Dickinson Properties Ltd,0,64344757,1775
,13/08/2014,"Office H M 2.4, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",Torus Engineering Ltd,0,65344875,2175
,01/08/2012,"98-100 Spring Hall Lane, Halifax, HX1 4TW",,5452.52,68679704,11750
"27 Kirkgate, Shipley, BD18 3QW",22/11/2014,"1 Market Street, Brighouse, HD6 1AP",E Cigarette Outlet (Uk) Ltd,3097.6,29404001,6400
"Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",06/07/2014,"Bus Shelter, North Of Thompson Court, Thompson Close, Hipperholme          HX3 8FG",Clear Channel (Uk) Ltd,232.32,69042703,480
,30/09/2011,"Unit B Greenbank Storage, Drakes Ind Estate, Shay Lane, Halifax              HX3 6RL",,0,68536898,3150
,01/03/2014,"Office 2 2ND Floor, Brian Royd Mills, Brian Royd Lane, Greetland            HX4 8PE",Gba Care Ltd,0,64873716,3750
,01/11/2013,"Level 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",,1895.07,68526732,8700
,01/11/2013,"101A Hopwood Lane, Halifax, HX1 4HB",,0,64242809,1275
,01/02/2014,"2 Victoria Buildings, Elland, HX5 0AB",,0,56244723,4100
,01/07/2014,"White Cottage, Cooper Bridge Road, Mirfield, WF14 0BS",,0,79004705,5900
,18/10/2014,"8 Wheatley Lane, Lee Mount, Halifax, HX3 5EU",,0,69420703,2950
,14/04/2014,"1/3 Law Lane, Southowram, Halifax, HX3 9QU",,3388,65592001,7000
,01/12/2013,"Unit 4 Rear, 2 Silver Street, Halifax, HX1 1HS",,0,68580734,2950
"Unit 1C, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",01/07/2014,"Unit 1C, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",J K Leisure Ltd,696.96,76156727,7200
,01/06/2014,"3 Battinson Road, Halifax, HX1 5PR",,0,64176003,2150
,01/04/2014,"Unit 24, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,0,76648749,1075
,01/01/2013,"Room 3,2nd Floor, 3 Clare Road, Halifax, HX1 2HX",,0,64584750,1075
"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",01/05/2013,"New Road Bus Park (Empty), New Road, Halifax, HX1 2LH",Royal London Mutual Insurance Society Ltd,2286.2,68028715,4600
"Unit 6C, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",01/04/2014,"Unit 6C & 6D, Topland Country Business Pk, Cragg Road, Mytholmroyd",Pocket Media (Uk) Ltd,2276.19,76160803,9100
"1 Ellenholme Road, Luddendenfoot, HX2 6EP",01/02/2015,"Milton Shed (Empty), Gibbet Street, Halifax, HX1 5BA",Halifax Clearance Centre Limited,2894.44,65164864,9700
"Vertu House, Kingsway North, Team Valley, Gateshead, NE11 0JH",28/02/2015,"Storage Land, Water Lane, Halifax, HX3 9HG",Bristol Street Fourth Investments Ltd,4694.8,69300709,9700
"Office Suite 2, The Wellbeing Centre, 2 Briggate, Elland, HX5 9DP",11/07/2014,"Fitness Suite, The Wellbeing Centre, 2 Briggate, Elland               HX5 9DP",Clinical Pilates (Yorkshire) Limited,0,56020720,3800
"C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",01/04/2010,"Vodafone (44996) Streetworks, Granny Hall Lane, Brighouse, HD6 2JJ",Vodafone Ltd,1355.2,29276704,2800
,16/06/2014,"Unit 2 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",,0,68456704,3950
"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",01/03/2013,"8 King Cross Street, Halifax, HX1 2SH",Homes & Communities Agency,0,65520715,2250
"12 Horton Street, Halifax, HX1 1PU",01/08/2011,"296b Queens Road, Halifax, HX1 4NS",Brearley-Greens,0,68308732,2475
,01/01/2015,"15 Ovenden Road, Halifax, HX3 5PN",,0,68156015,3100
,01/04/2010,"St Michaels Pre School, Meadow Close, Shelf, Halifax              HX3 7QU",St Michaels Pre School,0,65776702,5000
,01/12/2014,"Empty, 98-100 Spring Hall Lane, Halifax, HX1 4TW",,0,68679703,4250
,16/10/2014,"Office, 6A Dodgeholme Court, Dodge Holme Close, Mixenden",Bishops Heights Ltd,251.68,64887701,520
"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",15/01/2014,"Unit 26 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ",Blackshaw Holdings Ltd,0,29056749,1975
"Fao Mr Bill Jones, 48 Springwood Avenue, Halifax, HX3 0UT",01/06/2014,"Unit 2 Station Industrial Pk, Station Road, Luddendenfoot, HX2 6AD",Metropolis Transport Ltd,0,68144703,5000
,08/04/2014,"98A Briggate, Brighouse, HD6 1EL",,0,29100714,2400
,01/06/2014,"27 Lees Buildings, Denholmegate Road, Hipperholme, Halifax              HX3 8EW",,0,64812751,2650
"Unit 4, Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",01/01/2014,"Unit 6 Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",Mearclough Farm Feeds & Farm Services Ltd,0,77340729,1750
"C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",01/03/2014,"Unit A, Church Street Garage, Church Street, Halifax             HX1 1QY",Royal London Mutual Insurance Society Ltd,2882.6,64572708,5800
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",02/06/2013,"Unit 101/101A, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",Warmco Space Heating Ltd,0,29420731,1775
,01/04/2014,"119 Haley Hill, Halifax, HX3 6EE",,0,65224119,1350
,02/09/2013,"Room 3, 3 Park Street, Sowerby Bridge, HX6 2BF",,0,77697701,680
"Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",01/11/2014,"Unit 18C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",Bizspace Ltd,0,64628861,2350
,02/04/2015,"The Club, 1 Greenhead Lane, Brighouse, HD6 3PS",,0,29280700,3550
,01/04/2012,"High Greenwood House, Heptonstall, Hebden Bridge, HX7 7AZ",,0,76600700,2000
,01/10/2013,"Unit 3, No 2 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",Fitness 4 Ladies,0,77124705,5500
,01/08/2014,"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,0,77648736,2850
,01/04/2014,"Unit 16 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP",,0,65020716,4100
,05/03/2015,"161 Spring Hall Lane, Halifax, HX1 4TN",,0,68679161,4350
,01/11/2014,"Stalls 39/40 Market Hall, Brook Street, Todmorden, OL14 5AJ",,0,78068727,1750
,01/10/2013,"Office 11 James Street Mills, South Lane, Elland, HX5 0HB",Hodgson Hey Ltd,835.66,56220808,7400
,25/01/2015,"172 Parkinson Lane, Halifax, HX1 3UB",,0,68224172,2050
,01/04/2012,"Unit 1 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",,0,68444760,5700
"Office 27, Hanson Lane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",01/07/2014,"Office 28/29 First Floor, Hansonlane Enterprise Centre, Hanson Lane, Halifax              HX1 5PG",Gns (Halifax) Ltd,0,65264789,2225
,16/11/2014,"69 Burnley Road, Todmorden, OL14 7BS",,0,78076069,2025
"C/O R A S Sports, Princess Works, Bird Royd Lane, Brighouse, HD6 1LJ",22/04/2015,"Office 3 First Floor, Princess Works, Birds Royd Lane, Brighouse            HD6 1LH",Birds Royd Property Co Ltd,0,29052747,1700
"Eldon Works, Ellen Royd Street, Halifax, HX3 6DN",01/04/2015,"Eldon Works, Eldon Street, Range Lane, Halifax             HX3 6DW",Bridgeplan Ltd,2468.4,65012701,5100
"187 Richmond Road, Accrington, Lancashire, BB5 0JB",01/09/2014,"Unit 9 (1st Floor), Queens Road Mills, Gibbet Street, Halifax             HX1 4JX",Dawat-E-Islami,241.05,65164759,2425
