Date,Departmental Family,Entity,Expense Area,Expense Type,Supplier,Transaction Number,Vat Registration Num,Amount
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,ATOS ORIGIN IT SERVICES UK LTD,5584079691,,73184.65
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,ATOS ORIGIN IT SERVICES UK LTD,5584080934,,1389766.82
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,ATOS ORIGIN IT SERVICES UK LTD,5584080934,,5496.31
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,ATOS ORIGIN IT SERVICES UK LTD,5584079693,,156566.37
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,262736,,325195
19/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CAPGEMINI UK PLC,12553211,,32580
19/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CAPGEMINI UK PLC,12553208,,29183
19/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CAPGEMINI UK PLC,12553206,,22001
19/04/2011,Department of Health,Department of Health,COMMUNICATIONS,Outsourcing Contract,CENTRAL OFFICE OF INFORMATION (COI),733110,,225
19/04/2011,Department of Health,Department of Health,COMMUNICATIONS,Outsourcing Contract,CENTRAL OFFICE OF INFORMATION (COI),733110,,71656
19/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Outsourcing Contract,CSC COMPUTER SCIENCES LTD,5201233299,,68542
19/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,DETICA LTD,1039283,,19680
19/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,DETICA LTD,1039283,,21600
19/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Travel & subsistence staff,EXPOTEL HOTEL RESERVATIONS LTD,709723,,101789.87
19/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Conferences & seminars,EXPOTEL HOTEL RESERVATIONS LTD,709882,,161754.54
19/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,FACULTY OF PUBLIC HEALTH (FPH),0000000392,,200000
19/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,FACULTY OF PUBLIC HEALTH (FPH),0000000393,,221490
19/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592306,,70051.34
19/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592307,,77143.34
19/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,HEALTH PROTECTION AGENCY (HPA),5303720,,38544
19/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Admin Revenue Grant-in-Aid,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,IR OF NHS FUNDING APRIL 2011,,1300000
19/04/2011,Department of Health,Department of Health,WORKFORCE,Outsourcing Contract,NHS EMPLOYERS LTD,5218,,469212
19/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Maintenance,PROBRAND LTD,12865153,,80509.22
19/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,QI CONSULTING,12846536,,23180.98
19/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,SAND RESOURCES LTD,12853413,,21123.8
19/04/2011,Department of Health,Department of Health,SOCIAL CARE,Revenue Grants to Other Bodies,UNIVERSITY OF CENTRAL LANCASHIRE HEC,ERS-430956-45461,,80000
20/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,INV51226PART PAYT.,,66762.35
20/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,CSC COMPUTER SCIENCES LTD,5201223975,,88239.12
20/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,CSC COMPUTER SCIENCES LTD,5201223975,,52012.08
20/04/2011,Department of Health,Department of Health,WORKFORCE,Outsourcing Contract,NHS EMPLOYERS LTD,5546,,233096.4
20/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,OXFORD UNIVERSITY,BZRQXF0/20061527,,125000
20/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,QI CONSULTING,12806755,,21854.3
20/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,SAPIENT LTD,21123,,3387.55
20/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Contactor/ Staff Subsitution,SAPIENT LTD,21123,,26032.04
20/04/2011,Department of Health,Department of Health,WORKFORCE,Contactor/ Staff Subsitution,SAPIENT LTD,20740,,858
20/04/2011,Department of Health,Department of Health,WORKFORCE,Outsourcing Contract,SAPIENT LTD,20740,,43959.55
20/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),THE AFIYA TRUST,ERS-431006-45481,,26521.5
20/04/2011,Department of Health,Department of Health,INFORMATICS,Furniture & Fittings,SENATOR SECURITY SYSTEMS LTD,12756667,,33768
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,ASHRIDGE CONSULTING LTD,ERS-431058-45507,,141640
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431056-45510,,42343
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431065-45511,,55710
21/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev ND In RAB,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-10703,,38000000
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-431059-45506,,500000
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,PENNINE CARE NHS FOUNDATION TRUST,ERS-431063-45504,,41988
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE,ERS-431067-45509,,73013.61
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,ERS-431057-45502,,38217
21/04/2011,Department of Health,Department of Health,INFORMATICS,Furniture & Fittings,SENATOR SECURITY SYSTEMS LTD,12756666,,25667.5
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-431061-45505,,65665
21/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-431066-45512,,88008
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,,1831.8
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,,8458
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,,9542.7
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,,28898
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ABERDEEN UNIVERSITY OF,ERS-431091-45552,,33456
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BANGOR UNIVERSITY,ERS-431092-45578,,14968
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BANGOR UNIVERSITY,ERS-431092-45578,,20921
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,,9691
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,,14030
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,,20310
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-431095-45555,,22262
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,,23501
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,,37010
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-431096-45556,,64142
26/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,264992,,1977416.19
26/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,265508,,4247011.13
26/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,BT GROUP PLC,265024,,193816
26/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,BT GROUP PLC,265863,,339190.21
26/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Addition Clearing - IT,BT GROUP PLC,264751,,2880000
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,,24612
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,,35057
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,CAMBRIDGE UNIVERSITY OF,ERS-431098-45557,,52166
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,CARDIFF UNIVERSITY,ERS-431099-45558,,5127
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,CARDIFF UNIVERSITY,ERS-431099-45558,,29646
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,DUNDEE UNIVERSITY OF,ERS-431102-45559,,27052
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,DUNDEE UNIVERSITY OF,ERS-431102-45559,,34308
26/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),FOLESHILL WOMENS TRAINING LTD,ERS-431171-45601,,29500
26/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,HEALTH PROTECTION AGENCY (HPA),5307473,,79950
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431104-45561,,13711
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431104-45561,,25005.1
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,ICNARC VOLUNTARY ORGANISATION,ERS-431105-45562,,30663
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,,19576
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,,30559
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-431107-45563,,34795
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,KEELE UNIVERSITY OF,ERS-431108-45564,,35489.9
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,,11734
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,,36623
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,LEEDS UNIVERSITY OF,ERS-431110-45565,,157754
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,MEDICAL RESEARCH COUNCIL MRC,ERS-431114-45569,,8665
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,MEDICAL RESEARCH COUNCIL MRC,ERS-431114-45569,,24108
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-431115-45570,,43667
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,,7924
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,,13829
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,,48859
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-431120-45572,,94073
26/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),OXFORDSHIRE MIND,ERS-431177-45641,,26233.5
26/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Contactor/ Staff Subsitution,PRICEWATERHOUSECOOPERS LLP,1353576810,,134842.8
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-431122-45573,,20976
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,QUEEN MARY AND WESTFIELD COLLEGE,ERS-431122-45573,,24327
26/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,RBB ECONOMICS LLP,LLP09665,,52800
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,SHEFFIELD UNIVERSITY OF,ERS-431124-45574,,23188
26/04/2011,Department of Health,Department of Health,Research & development,Research & development,SHEFFIELD UNIVERSITY OF,ERS-431124-45574,,26074
