F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1MR01,Customer Services & Marketing,448.98,6614064
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1E328,Central Initiatives,174.17,6614064
Adult and Culture,,Social Services,Third Party Payments,42157,THE BLUE DOOR PROJECT LTD,Revenue,1MK60,Ind Day Care LD,307.08,6597362
Adult and Culture,,Social Services,Third Party Payments,42157,THE BLUE DOOR PROJECT LTD,Revenue,1MK60,Ind Day Care LD,375.32,6597366
Adult and Culture,,Social Services,Third Party Payments,42157,THE BLUE DOOR PROJECT LTD,Revenue,1MK60,Ind Day Care LD,307.08,6597368
Adult and Culture,,Social Services,Third Party Payments,42181,THE BLUE DOOR PROJECT LTD,Revenue,1MK60,Ind Day Care LD,272.96,6615418
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE CAMPHILL VILLAGE TRUST,Revenue,1MK50,Supported Living LD,824.4,6604283
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,THE CHILDRENS FOUNDATION,Revenue,1ML12,PH -E Years and Children 5-19,808.08,6603022
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,THE CHILDREN'S SOCIETY,Revenue,1MD72,Troubled Families Funding,3687.27,6613922
Chief Executive's,,CD - Markets,Supplies & Services,19/06/2015,THE CRACK LTD,Revenue,1DR03,Grainger Market,400,6610962
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,01/06/2015,THE CRACK LTD,Revenue,1KL3A,City Hall,750,6597233
Adult and Culture,,Social Services-Care Support,Supplies & Services,42185,THE CYRENIANS,Revenue,1MX50,SP Block Gross,19855.01,6624885
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,THE CYRENIANS,Revenue,1MX50,SP Block Gross,131936,6607190
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,THE CYRENIANS,Revenue,1ML09,PH - Drugs and alcohol,28406.56,6603018
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,THE CYRENIANS,Revenue,1ML06,PH Sexual Health Advice etc,5414.36,6603018
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MK50,Supported Living LD,-8677.32,6604302
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MK50,Supported Living LD,120790.96,6604302
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MH50,Home Care PD,422.28,6604340
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MK50,Supported Living LD,872.64,6604340
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MK51,Home Care LD,630.24,6604340
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MK55,Home Care Family/Carer LD,2084.64,6604340
Children's Services,,Childrens Services Support,Third Party Payments,08/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MD66,CWD Care Packages,315.9,6600306
Children's Services,,Childrens Services Support,Third Party Payments,08/06/2015,THE EDWARD LLOYD TRUST,Revenue,1MD66,CWD Care Packages,312.08,6600309
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,04/06/2015,THE FRIENDS OF SUMMERHILL,Revenue,1KN23,Westgate Ward,1085,6582786
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,THE GABLES & NORTH ROAD NURSING HOME,Revenue,1MG10,Nursing Care OP,-991.6,6610985
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,THE GABLES & NORTH ROAD NURSING HOME,Revenue,1MG20,Residential Care OP,-2234.28,6610986
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,THE GABLES & NORTH ROAD NURSING HOME,Revenue,1MG10,Nursing Care OP,64223.72,6610985
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,THE GABLES & NORTH ROAD NURSING HOME,Revenue,1MG20,Residential Care OP,15552.8,6610986
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,THE GRANGE,Revenue,1MM20,Residential Care MH,1687.04,6610981
Children's Services,,Childrens Services Support,Supplies & Services,30/06/2015,THE GUIDE DOGS FOR THE BLIND ASSOCIATION,Revenue,1MB05,Children With Disabilities,1922.4,6622896
Children's Services,,West Riverside S/Start,Supplies & Services,17/06/2015,THE HUMAN OFFICE LTD,Revenue,1EEG1,W River CC Central Costs,1242.1,6570732
Adult and Culture,,Social Services,Supplies & Services,25/06/2015,THE MAILING HOUSE,Revenue,1ML05,PH - National Child Meas Prog,2221.65,6613845
Adult and Culture,,Libraries/Galaxy Payments,Supplies & Services,42180,THE MICROFILM BUREAU (NORTH EAST) LTD,Revenue,1EJ13,Stock Services,1174.8,6612892
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,24/06/2015,THE OASIS IN CRUDDAS PARK COM INTEREST C,Revenue,1KN21,Elswick Ward,10000,6620439
Environment & Regeneration,,E&R Parking Services,Supplies & Services,19/06/2015,THE PARKING SHOP,Revenue,1V205,Car Parking Management,1215.83,6586645
Environment & Regeneration,,E&R Parking Services,Supplies & Services,23/06/2015,THE PARKING SHOP,Revenue,1V205,Car Parking Management,1215.83,6618396
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,THE PAVILION CARE CENTRE,Revenue,1MH10,Nursing Care PD,-328.4,6598748
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,THE PAVILION CARE CENTRE,Revenue,1MH10,Nursing Care PD,-328.4,6625076
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,THE PAVILION CARE CENTRE,Revenue,1MH10,Nursing Care PD,1660,6598748
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,THE PAVILION CARE CENTRE,Revenue,1MH10,Nursing Care PD,1660,6625076
Children's Services,,Childrens Services Support,Third Party Payments,01/06/2015,THE PERCY HEDLEY FOUNDATION,Revenue,1MD66,CWD Care Packages,912,6593738
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,THE PINES CARE HOME,Revenue,1MG20,Residential Care OP,-585.24,6598867
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,THE PINES CARE HOME,Revenue,1MG20,Residential Care OP,-585.24,6625157
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,THE PINES CARE HOME,Revenue,1MG20,Residential Care OP,1885.32,6598867
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,THE PINES CARE HOME,Revenue,1MG20,Residential Care OP,1885.32,6625157
Environment & Regeneration,,NS: Capital Works,Supplies & Services,22/06/2015,THE PROTECTOR GROUP,Revenue,1KVWC,Minor Works Contracts,1320,6615816
Environment & Regeneration,,NS: Capital Works,Supplies & Services,26/06/2015,THE PROTECTOR GROUP,Revenue,1KVWC,Minor Works Contracts,440,6622933
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,THE STANHOPE SUITE,Revenue,1MH10,Nursing Care PD,2033.76,6598822
Environment & Regeneration,,E&R Parking Services,Transport,25/06/2015,THE TRAVEL BUREAU,Revenue,1V304,Travel office Train Tickets,309.31,6587200
Environment & Regeneration,,NS: District Heating,Supplies & Services,18/06/2015,THE UK DISTRICT ENERGY ASSOCIATION,Revenue,1KR8L,Wide District Heating,1100,6610944
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,30/06/2015,THE WALKER CHALLENGE GROUP,Revenue,1KN63,Walker Ward,300,6624991
Chief Executive's,,CD - Treasury Mgmt Payments NOR,"Sales, Fees & Charges",03/06/2015,THEATRE ROYAL,Revenue,1DF10,Theatre Royal Contribution,200000,6600873
Environment & Regeneration,,NS: Capital Works,Supplies & Services,30/06/2015,THEATRE ROYAL,Revenue,1KVWC,Minor Works Contracts,2275,6624948
Environment & Regeneration,,NS: Capital Works,Supplies & Services,19/06/2015,THEATRE ROYAL,Revenue,1KVWC,Minor Works Contracts,1400,6614681
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,THEM WIFIES,Revenue,1ML06,PH Sexual Health Advice etc,7585.86,6603040
Adult and Culture,,Social Services,Third Party Payments,42170,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,1804.73,6609086
Adult and Culture,,Social Services,Third Party Payments,42170,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,1488.3,6609087
Adult and Culture,,Social Services,Third Party Payments,42177,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,1403.68,6613398
Adult and Culture,,Social Services,Third Party Payments,42177,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,355.5,6613399
Adult and Culture,,Social Services,Third Party Payments,42177,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,794.06,6613401
Adult and Culture,,Social Services,Third Party Payments,42177,THOMAS ORGANISATION,Revenue,1MP27,DAT Residential Rehab,2362.66,6613403
Environment & Regeneration,,Highways,Supplies & Services,05/06/2015,THOMAS OWEN & SONS LTD,Revenue,1KE41,Waste Collect Domestic Refuse,408.24,6598791
Environment & Regeneration,,Highways,Supplies & Services,03/06/2015,THOMAS OWEN & SONS LTD,Revenue,1KE41,Waste Collect Domestic Refuse,272.16,6598706
Environment & Regeneration,,Highways,Supplies & Services,04/06/2015,THOMAS OWEN & SONS LTD,Revenue,1KEMC,Highways,381,6598689
Environment & Regeneration,,Highways,Supplies & Services,24/06/2015,THOMAS OWEN & SONS LTD,Revenue,1KEG3,Garden Waste Collection Scheme,347.75,6601767
Environment & Regeneration,,Regen Enviro Team,Supplies & Services,09/06/2015,THOMAS OWEN & SONS LTD,Revenue,1D559,Street Enforcement,348.1,6587167
Environment & Regeneration,,Blacksmiths,Supplies & Services,26/06/2015,THOMAS POTTER LTD,Revenue,1KEMV,Blacksmiths,295,6607906
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,THORNHOLME UNIT,Revenue,1MK20,Residential Care LD,14326.6,6598842
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,THORNHOLME UNIT,Revenue,1MK20,Residential Care LD,14326.6,6625135
Adult and Culture,,Social Services,Third Party Payments,42163,THROCKLEY CHEMISTS,Revenue,1ML09,PH - Drugs and alcohol,255,6602601
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,TIME EXCHANGE LTD,Revenue,1FC40,Cee Central Team,3402.47,6613884
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,TIME TO CARE,Revenue,1MK50,Supported Living LD,7248.08,6604332
Environment & Regeneration,,NS: City Transport,Transport,30/06/2015,TIP TRAILER SERVICES UK LTD,Revenue,1KESW,Fleet SLA Costs & Income,5000,6624946
Chief Executive's,,Exchequer Payroll,Employees,16/06/2015,TMP (UK) LTD,Revenue,1FA51,Coroner,938.93,6602899
Environment & Regeneration,,Fleet Management System,Supplies & Services,18/06/2015,TOM HUGHES TARPAULINS,Revenue,3KES1,Fleetmaster Stores Account,428.4,6602020
Adult and Culture,,Library Admin,Supplies & Services,42185,TONIC COMMUNICATIONS,Revenue,1EJ9F,BIPC -Libraries European Proj,556,6599123
Environment & Regeneration,,Allendale Rd,Supplies & Services,01/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KVEM,Mechanical Stand Alone Works,980,6586671
Environment & Regeneration,,Allendale Rd,Supplies & Services,08/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KVEM,Mechanical Stand Alone Works,940,6601118
Environment & Regeneration,,Allendale Rd,Supplies & Services,08/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KVEM,Mechanical Stand Alone Works,1267,6601820
Environment & Regeneration,,NS: District Heating,Premises,11/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KR05,District Heating,1268,6606978
Environment & Regeneration,,NS: District Heating,Premises,01/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KR05,District Heating,694,6586672
Environment & Regeneration,,NS: District Heating,Premises,08/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KR8L,Wide District Heating,1472,6601256
Environment & Regeneration,,NS: District Heating,Supplies & Services,22/06/2015,TOTAL PUMP SOLUTIONS LTD,Revenue,1KR8L,Wide District Heating,2536,6611057
Adult and Culture,,Adult Serv Admin Support,Supplies & Services,42178,TOTALMOBILE LTD,Revenue,1MX06,Community Reablement,45000,6606094
Environment & Regeneration,,Highways,Premises,04/06/2015,TOWNSCAPE PRODUCTS LTD,Revenue,1KEMC,Highways,70,6600840
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,315.84,6599157
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,456.96,6599158
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,456.96,6599159
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,315.84,6599160
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,456.96,6599161
Children's Services,,Invoice,Supplies & Services,02/06/2015,TRAVIS PERKINS TRADING CO LTD,Revenue,3KIMD,Other Stores Stock Account,456.96,6599162
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,TREETOPS NURSING HOME,Revenue,1MG10,Nursing Care OP,-495.8,6598914
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,TREETOPS NURSING HOME,Revenue,1MG10,Nursing Care OP,-495.8,6625198
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,TREETOPS NURSING HOME,Revenue,1MG10,Nursing Care OP,1688.12,6598914
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,TREETOPS NURSING HOME,Revenue,1MG10,Nursing Care OP,1688.12,6625198
Adult and Culture,,AS - Westgate AE,Supplies & Services,15/06/2015,TRIBAL EDUCATION LIMITED,Revenue,1EA15,Newcastle City Learning Main,504.2,6607092
Adult and Culture,,AS - Westgate AE,Supplies & Services,12/06/2015,TRIBAL EDUCATION LIMITED,Revenue,1EA15,Newcastle City Learning Main,3285,6607962
Adult and Culture,,AS - Learning City,Supplies & Services,42167,TRINITY ACADEMY NEWCASTLE,Revenue,1EA05,Trinity Academy Solutions,166559,6602057
Chief Executive's,,CD - Central Policy Unit,Supplies & Services,02/06/2015,TRINITY MIRROR,Revenue,1FN20,Policy & Comms (S&S),10710.67,6594627
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,514.48,6558512
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,1621.92,6586690
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,543.06,6591305
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,685.97,6591312
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,1469.86,6591330
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,485.88,6594610
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,23/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,1723.29,6591303
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Capital Expenditure,23/06/2015,TRINITY MIRROR PUBLISHING LTD,Capital,2DP02,Devt Capital CC,560.57,6594603
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-199.16,6558512
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-1778.88,6558514
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-376.18,6558515
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-265.54,6586688
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-627.84,6586690
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-210.22,6586692
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-210.22,6591305
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-265.54,6591312
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-210.22,6591325
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-354.04,6591329
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-568.98,6591330
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-265.54,6591415
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,08/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-188.08,6594610
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,22/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-210.22,6594602
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,22/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-287.66,6594607
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-667.08,6591303
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-276.6,6594601
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Internal Recharges,23/06/2015,TRINITY MIRROR PUBLISHING LTD,Revenue,1FT04,Policy & Comms Team,-354.04,6594603
