Address,Case Date,Case Reference,Case Text,Classification,Codetext,Decision,Decision Date,Decision Target Date,Geo X,Public Consultation End Date,Public Consultation Start Date,Service Type,Ward,Appeal Decision Date,Decision Notice Date,Decision Type,Geo Y,Status
426606,16/01/2017,"""",414495,PCO,,08/12/2016,,,,,,,,,,5,,
"""3 Bridle Dene",18/11/2016,16/01501/HSE,Single storey extension to side,Q21,,,,,,,,HSE,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 7NR,,,,,,,,,,,,,,,,
428133,16/01/2017,"""",412311,1,DEL,23/12/2016,30/11/2016,11/01/2017,11/01/2017,,,1,,,,8,,1
"""524 Gibbet Street",25/11/2016,15/00233/NMA2,Non Material amendment to Planning Application 15/00233 - Change to windows and doors,NMA,,,,,,,,NMA2,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0AH,,,,,,,,,,,,,,,,
425248,16/12/2016,"""",406724,NMAA,DEL,,,21/12/2016,21/12/2016,,,NMAA,,,,17,,
"""Bethlehem Pentecostal Mission",09/12/2016,16/01609/FUL,Conversion to form six  apartments.,Q18,,,,,,,,FUL,,,,,,
,,Wheatley Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 5EJ,,,,,,,,,,,,,,,,
426337,17/02/2017,"""",408090,1,DEL,16/03/2017,10/01/2017,06/04/2017,10/04/2017,,,1,,,,9,,1
"""2 Picture House Buildings",20/12/2016,16/01623/COU,Change of use from A1-A3 to A4 (Micro Bar),Q20,,,,,,,,COU,,,,,,
,,New Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8AD,,,,,,,,,,,,,,,,
427141,06/03/2017,"""",399267,1,DEL,17/02/2017,19/01/2017,24/04/2017,24/04/2017,,,1,,,,2,,1
"""Newlands House",22/12/2016,16/01668/FUL,Conversion of existing domestic outbuilding to a dog grooming parlour  (Sui Generis),Q18,,,,,,,,FUL,,,,,,
,,Newlands Road,,,,,,,,,,,,,,,,
,,Warley,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7BW,,,,,,,,,,,,,,,,
425217,22/02/2017,"""",405369,1,DEL,06/02/2017,10/01/2017,17/02/2017,20/02/2017,,,1,,,,17,,1
"""Newlands House",22/12/2016,16/01669/LBC,Internal and external alterations of an existing domestic outbuilding for proposed dog grooming parlour (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Newlands Road,,,,,,,,,,,,,,,,
,,Warley,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7BW,,,,,,,,,,,,,,,,
425217,16/02/2017,"""",405369,3,DEL,06/02/2017,10/01/2017,16/02/2017,16/02/2017,,,3,,,,17,,3
"""2 Stonecroft Mount",22/12/2016,16/01670/RES,Dwelling (Reserved Matters pursuant to planning application 15/01529/OUT),Q13,,,,,,,,RES,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 2SB,,,,,,,,,,,,,,,,
424521,22/02/2017,"""",406458,1,DEL,03/02/2017,10/01/2017,22/02/2017,22/02/2017,,,1,,,,14,,1
"including modifications to the road/parking.""",18/08/2017,16/01288/DISC1,"""Demolition of existing single storey building and construction of new single storey drive thru' building with internal seating (Use Class A3)",,,,,,,,,DISC1,,,,,,
,,Hartshead Moor M62 Service Area Westbound,,,,,,,,,,,,,,,,
,,Highmoor Lane,,,,,,,,,,,,,,,,
,,Clifton,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4JX,,,,,,,,,,,,,,,,
424156,,"""",417043,REC,,,,,,,,,,,,1,,
"""Ash Tree Farm",18/08/2017,17/01027/FUL,Use of building as holiday let,,,,,,,,,FUL,,,,,,
,,Wainstalls Road,,,,,,,,,,,,,,,,
,,Wainstalls,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7TE,,,,,,,,,,,,,,,,
428217,,"""",404766,REC,,,,,,,,,,,,7,,
reinstatement of missing stone mullions,18/08/2017,17/01028/HSE,"""Creation of Utility Room and Shower Room",,,,,,,,,HSE,,,,,,
,,Midgley Road,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5QX,,,,,,,,,,,,,,,,
426431,,"""",402254,REC,,,,,,,,,,,,7,,
reinstatement of missing stone mullions,18/08/2017,17/01029/LBC,"""Creation of Utility Room and Shower Room",,,,,,,,,LBC,,,,,,
,,Midgley Road,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5QX,,,,,,,,,,,,,,,,
426431,,"""",402254,INSFEE,,,,,,,,,,,,7,,
"""26 Lower Clay Pits",18/08/2017,17/01030/HSE,PROPOSED TWO STOREY SIDE AND REAR EXTENSION,,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 4QQ,,,,,,,,,,,,,,,,
425692,,"""",407528,REC,,,,,,,,,,,,17,,
"""12 Aysgarth Crescent",18/08/2017,17/01031/HSE,Proposed single storey rear and side extension including single garage to existing dwelling.,,,,,,,,,HSE,,,,,,
,,Mount Tabor,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0UJ,,,,,,,,,,,,,,,,
427323,,"""",405453,REC,,,,,,,,,,,,17,,
"""Land Adjacent Sewage Works",18/10/2016,16/01362/WVARS,Removal of condition 3 (Operating Hours) on application 10/00937,Q15,,,,,,,,WVARS,,,,,,
,,Stainland Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
422214,17/01/2017,"""",409470,1,DEL,01/12/2016,28/10/2016,13/12/2016,14/12/2016,,,1,,,,16,,1
"""Site Of Former Liberal Club",21/10/2016,16/01384/FUL,Amendment to planning approval 16/00344/FUL to redesign/enlarge plot 5,Q13,,,,,,,,FUL,,,,,,
,,Belgrave Crescent,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425882,21/12/2016,"""",409999,1,COMM,05/12/2016,02/11/2016,31/01/2017,03/02/2017,,,1,,,,8,,1
"""3 Heath Villas",13/10/2016,16/22077/TCA,Prune Trees (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0BB,,,,,,,,,,,,,,,,
423885,24/11/2016,"""",409032,40,DEL,18/11/2016,02/11/2016,22/11/2016,22/11/2016,,,40,,,,13,,40
"""Stafford Lawn",14/10/2016,16/22078/TCA,Fell one tree (Tree in Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Stafford Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0PA,,,,,,,,,,,,,,,,
423533,25/11/2016,"""",409391,40,DEL,18/11/2016,,22/11/2016,22/11/2016,,,40,,,,13,,40
"""52 Wellgarth",19/10/2016,16/20209/TPO,Fell one tree and reduce one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 2BJ,,,,,,,,,,,,,,,,
424313,14/12/2016,"""",409045,4,DEL,29/11/2016,01/11/2016,06/12/2016,08/12/2016,,,4,,,,13,,4
"""36 Carr Field Drive",17/10/2016,16/20211/TPO,Prune one tree and fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Luddenden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6RJ,,,,,,,,,,,,,,,,
425916,28/12/2016,"""",404035,4,DEL,27/12/2016,11/11/2016,28/12/2016,28/12/2016,,,4,,,,7,,4
"""Works East Of High Level Works",03/11/2016,16/01431/FUL,Demolition of existing B8 storage building and replacement with a new B8 storage building.,Q16,,,,,,,,FUL,,,,,,
,,Pellon Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425871,05/04/2017,"""",407914,1,DEL,19/04/2017,10/02/2017,24/04/2017,24/04/2017,,,1,,,,10,,1
"""Hebden Bridge Sports Grounds",10/11/2016,16/01458/FUL,Proposed archery club house,Q18,,,,,,,,FUL,,,,,,
,,Hollins Holme,,,,,,,,,,,,,,,,
,,Slater Bank Lane,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8EH,,,,,,,,,,,,,,,,
427943,13/02/2017,"""",399167,1,DEL,18/04/2017,,16/05/2017,16/05/2017,,,1,,,,2,,1
"""7 Craiglands",17/11/2016,16/20236/TPO,Fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Hipperholme,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 8NR,,,,,,,,,,,,,,,,
425777,12/01/2017,"""",412748,4,COMM,27/12/2016,19/01/2017,31/01/2017,03/02/2017,,,4,,,,5,,4
"""Clough House",29/11/2016,16/01550/HSE,Partial demolition of semi detached dwelling to create new detached dwelling (Revised Scheme to 15/01487),Q21,,,,,,,,HSE,,,,,,
,,Elland Road,,,,,,,,,,,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 4HW,,,,,,,,,,,,,,,,
419570,17/03/2017,"""",404305,1,DEL,30/01/2017,20/12/2016,26/02/2017,27/02/2017,,,1,,,,12,,1
"""19 Heath Avenue",11/11/2016,16/01466/HSE,Proposed replacement detached double garage,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0EA,,,,,,,,,,,,,,,,
423767,06/01/2017,"""",408940,1,DEL,30/12/2016,22/11/2016,06/01/2017,06/01/2017,,,1,,,,13,,1
"""8 & 10 Victoria Road",02/12/2016,16/01572/FUL,External fire escape and balcony forming raised play area to rear,Q18,,,,,,,,FUL,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 3AE,,,,,,,,,,,,,,,,
423378,07/02/2017,"""",405907,1,DEL,10/02/2017,23/12/2016,16/02/2017,16/02/2017,,,1,,,,14,,1
"""Unit 1",05/01/2017,17/00024/COU,Change of use from Storage (B8) to vehicle repair garage including MOT testing (sui generis) (Part retrospective),Q20,,,,,,,,COU,,,,,,
,,Clifton Mills Sheds,,,,,,,,,,,,,,,,
,,Bradford Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4JJ,,,,,,,,,,,,,,,,
425001,07/04/2017,"""",414891,1,DEL,06/04/2017,,12/04/2017,12/04/2017,,,1,,,,5,,1
"""Sportsmans Arms",18/01/2017,17/00068/FUL,Change of Use of Public House (A4) to single dwelling (C3),Q20,,,,,,,,FUL,,,,,,
,,Kebs Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 8SB,,,,,,,,,,,,,,,,
427291,15/03/2017,"""",392870,1,DEL,27/03/2017,30/01/2017,31/03/2017,31/03/2017,,,1,,,,2,,1
"""18 Pinfold Close",19/01/2017,17/20007/TPO,Prune one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 0EY,,,,,,,,,,,,,,,,
420174,16/03/2017,"""",405304,4,DEL,17/02/2017,25/01/2017,09/03/2017,13/03/2017,,,4,,,,12,,4
"""Aldwyn",20/01/2017,17/22006/TCA,Fell one tree (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Greenroyd Avenue,,,,,,,,,,,,,,,,
,,Skircoat Green,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 0LP,,,,,,,,,,,,,,,,
423147,03/03/2017,"""",408863,40,DEL,17/02/2017,,03/03/2017,03/03/2017,,,40,,,,13,,40
"""14 Brian Royd Lane",25/01/2017,16/01026/NMA2,Non Material Amendment to application 16/01026- landing window on the rear extension,NMA,,,,,,,,NMA2,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 8PE,,,,,,,,,,,,,,,,
421204,15/02/2017,"""",407873,NMAA,DEL,,,22/02/2017,22/02/2017,,,NMAA,,,,4,,
"""2 Heath Villas",10/11/2016,16/01457/HSE,Single storey extension to South West elevation,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 0BB,,,,,,,,,,,,,,,,
423925,30/01/2017,"""",409029,1,DEL,15/02/2017,13/12/2016,31/03/2017,31/03/2017,,,1,,,,13,,1
"""42 Langdale Crescent",17/11/2016,16/01081/DISC1,Submission of details to comply with condition 2 to permission 16/01081,DISC,,,,,,,,DISC1,,,,,,
,,Wheatley,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0XA,,,,,,,,,,,,,,,,
426319,12/01/2017,"""",407436,PCOMP,,26/12/2016,,17/01/2017,17/01/2017,,,PCOMP,,,,9,,
two storey and single storey extensions to rear,24/11/2016,16/01525/HSE,"""Two storey extension to rear/side",Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3UL,,,,,,,,,,,,,,,,
424720,13/02/2017,"""",407308,1,DEL,07/02/2017,05/01/2017,09/02/2017,09/02/2017,,,1,,,,10,,1
"""East Mount",16/11/2016,99/00881/COMP1,Compliance check on condition four on application 99/00881,COMP,,,,,,,,COMP1,,,,,,
,,125 Pellon Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
425561,07/02/2017,"HX1 5QN""",408569,NCOMP,,,,20/01/2017,20/01/2017,,,NCOMP,,,,10,,
"""Fusion Nightclub",05/12/2016,16/01591/FUL,Proposed smoking area to second floor and alterations to existing smoking area to first floor,Q18,,,,,,,,FUL,,,,,,
,,Central Street,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425197,15/02/2017,"""",409168,11,DEL,21/02/2017,09/01/2017,07/06/2017,07/06/2017,,,11,,,,16,,11
"doors and windows to existing elevations and installation of roof lights""",08/12/2016,16/01597/CON,"""Change of use of former dairy building (use class B8) to office use (use class A2/B1) and alterations including installation of new office frontage",Q18,,,,,,,,CON,,,,,,
,,Longfield Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 6LX,,,,,,,,,,,,,,,,
423926,02/02/2017,"""",393563,1,DEL,27/01/2017,20/12/2016,03/03/2017,03/03/2017,,,1,,,,15,,1
4,12/12/2016,15/01029/DISC1,"""Submission of details to comply with conditions to permission 15/01029 nos. 3",DISC,,,,,,,,DISC1,,,,,,
,,Hope Street,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424153,09/02/2017,"""",394108,PCO,,14/07/2017,,,,,,,,,,2,,
"""Cartron House",16/12/2016,16/01621/FUL,Conversion and extension of dwelling to form respite care facility (C3 to C2 use),Q18,,,,,,,,FUL,,,,,,
,,Moor End Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0RX,,,,,,,,,,,,,,,,
426284,13/03/2017,"""",406602,1,DEL,06/03/2017,13/02/2017,20/04/2017,20/04/2017,,,1,,,,17,,1
"""11 West Royd Close",30/12/2016,16/01681/192,Dormer to rear (Lawful Development Certificate),Q26,,,,,,,,192,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3LT,,,,,,,,,,,,,,,,
424516,24/02/2017,"""",408096,44,DEL,24/02/2017,,09/02/2017,15/02/2017,,,44,,,,10,,44
"""The Three Poplars",14/12/2016,16/22096/TCA,Fell three trees (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,New Road,,,,,,,,,,,,,,,,
,,Luddenden,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6QZ,,,,,,,,,,,,,,,,
426044,25/01/2017,"""",403981,40,DEL,20/01/2017,,25/01/2017,25/01/2017,,,40,,,,7,,40
"""15 Cromwell Terrace",21/11/2016,16/01499/HSE,Single store rear extension (revised scheme to 15/01161/HSE),Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 5LL,,,,,,,,,,,,,,,,
425306,16/01/2017,"""",408507,1,COMM,25/01/2017,01/12/2016,14/03/2017,17/03/2017,,,1,,,,10,,1
,21/11/2016,16/20229/TPO,"""Fell one tree",TPO,,,,,,,,TPO,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Scammonden Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,HX4 0EQ,,,,,,,,,,,,,,,,
417765,26/01/2017,"""",405448,4,DEL,27/12/2016,01/12/2016,18/01/2017,18/01/2017,,,4,,,,12,,4
"hands and control gear to restore the clock to working order (Listed Building Consent)""",01/12/2016,16/01565/LBC,"""Renovation and repair of two clock dials on the spire and the installation of movements",Q23,,,,,,,,LBC,,,,,,
,,Square Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425063,26/01/2017,"""",409613,3,DEL,30/12/2016,,10/01/2017,10/01/2017,,,3,,,,16,,3
"""7 Hardy Place",06/02/2017,17/00140/HSE,Two storey side extension with single storey link to garage. Replacement single storey conservatory extension to rear with attached garden store,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,HD6 2PW,,,,,,,,,,,,,,,,
424322,03/04/2017,"""",413128,1,DEL,30/03/2017,09/02/2017,11/04/2017,12/04/2017,,,1,,,,5,,1
"to include raised patio area to side (west) elevation""",08/12/2016,16/01588/HSE,"""Extension to existing outbuilding to provide ancillary living and office accommodation",Q21,,,,,,,,HSE,,,,,,
,,High Street,,,,,,,,,,,,,,,,
,,Stainland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 9PQ,,,,,,,,,,,,,,,,
419336,02/02/2017,"""",407479,1,DEL,03/02/2017,20/12/2016,08/02/2017,08/02/2017,,,1,,,,4,,1
"""2 Bridge End",06/02/2017,17/00148/FUL,Change of use of living space to food preparation for existing hot food take away,Q20,,,,,,,,FUL,,,,,,
,,Burnley Road,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5DR,,,,,,,,,,,,,,,,
426025,04/07/2017,"""",401223,1,DEL,23/06/2017,23/05/2017,03/07/2017,03/07/2017,,,1,,,,7,,1
"""9 Summergate Place",06/02/2017,17/00149/HSE,Single storey extension to side/rear,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,HX1 3QL,,,,,,,,,,,,,,,,
424663,30/06/2017,"""",407746,1,DEL,13/06/2017,23/05/2017,29/06/2017,29/06/2017,,,1,,,,10,,1
"""1 Sovereign Square",01/03/2017,17/00258/192,Proposed garage conversion to living accommodation(Lawful Development Certificate),Q26,,,,,,,,192,,,,,,
,,Bailiff Bridge,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4DD,,,,,,,,,,,,,,,,
425342,01/05/2017,"""",414742,44,DEL,,,10/04/2017,10/04/2017,,,44,,,,5,,44
"""13 Chelsea View",13/03/2017,17/00325/OUT,Detached dwelling (Outline),Q13,,,,,,,,OUT,,,,,,
,,Bradford Road,,,,,,,,,,,,,,,,
,,Stump Cross,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7AJ,,,,,,,,,,,,,,,,
426155,13/10/2017,"""",411249,PCO,,15/09/2017,25/08/2017,,,,,,,,,8,,
"conversion of existing outbuilding to studio  and the renovation of the existing farmhouse""",07/10/2016,16/01317/FUL,"""Conversion of barn and former cottage to residential",Q13,,,,,,,,FUL,,,,,,
,,Edge Lane,,,,,,,,,,,,,,,,
,,Heptonstall,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 7PG,,,,,,,,,,,,,,,,
429387,24/01/2017,"""",395482,1,DEL,12/05/2017,18/04/2017,10/07/2017,10/07/2017,,,1,,,,2,,1
"""3 Kelvin Road",21/08/2017,17/01046/HSE,Proposed 2 storey extension and alterations,,,,,,,,,HSE,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,"HX5 0LL""",,REC,,,,,,,,,,,,,,
"""141 Queens Road",25/11/2016,16/01532/HSE,Single storey extension and dormer to front and single storey extension to rear,Q21,,,,,,,,HSE,,,,,,
,,King Cross,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 3XY,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424896,20/01/2017,"""",407897,1,DEL,30/12/2016,06/12/2016,28/02/2017,28/02/2017,,,1,,,,10,,1
"""Binn Royd Farm Cottage",29/11/2016,16/01555/HSE,Detached garage (Retrospective),Q21,,,,,,,,HSE,,,,,,
,,Hollas Lane,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 3LQ,,,,,,,,,,,,,,,,
422752,24/01/2017,"""",407610,1,DEL,13/01/2017,08/12/2016,07/03/2017,07/03/2017,,,1,,,,4,,1
"""18 Southcliffe",30/11/2016,16/00668/DISC1,Submission of details to comply with condition 2 to permission 16/00688,DISC,,,,,,,,DISC1,,,,,,
,,Bank Top,,,,,,,,,,,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9NP,,,,,,,,,,,,,,,,
424532,25/01/2017,"""",410421,PCO,,,,,,,,,,,,16,,
,30/11/2016,16/01558/HSE,"""Single storey rear extension and extension to front of garage.",Q21,,,,,,,,HSE,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Lightcliffe,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 8AW,,,,,,,,,,,,,,,,
425308,02/02/2017,"""",412973,1,DEL,29/12/2016,08/12/2016,01/02/2017,01/02/2017,,,1,,,,5,,1
"""15A Pinfold Close",30/11/2016,16/01559/HSE,Conversion of garage to living space,Q21,,,,,,,,HSE,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0EY,,,,,,,,,,,,,,,,
420210,17/02/2017,"""",405280,1,DEL,03/02/2017,10/01/2017,14/02/2017,14/02/2017,,,1,,,,12,,1
"""47 Castle Avenue",30/11/2016,16/01560/HSE,Single storey extension to side and rear,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 3HT,,,,,,,,,,,,,,,,
421975,25/01/2017,"""",413866,1,DEL,30/12/2016,09/12/2016,25/01/2017,25/01/2017,,,1,,,,11,,1
"""Coley Nurseries",30/11/2016,16/00822/DISC1,Submission of details to comply with conditions to permission 16/00822  1 to 19 inclusive,DISC,,,,,,,,DISC1,,,,,,
,,Denholme Gate Road,,,,,,,,,,,,,,,,
,,Hipperholme,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7SB,,,,,,,,,,,,,,,,
426835,25/01/2017,"""",412360,PCO,,23/09/2017,,,,,,,,,,5,,
"""177 Halifax Road",30/11/2016,16/01562/HSE,Two storey side extension and single storey extension to rear,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 2EQ,,,,,,,,,,,,,,,,
423641,25/01/2017,"""",413743,1,DEL,13/01/2017,12/12/2016,23/01/2017,25/01/2017,,,1,,,,1,,1
"""23 Calder Place",26/01/2017,17/22008/TCA,Prune trees,TCA,,,,,,,,TCA,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 6AY,,,,,,,,,,,,,,,,
427265,09/03/2017,"""",398701,40,DEL,09/03/2017,,09/03/2017,09/03/2017,,,40,,,,2,,40
"""Land North Of 9 Knowl Top",07/02/2017,17/90002/ELC,Maintenance replacement poles and renewal works to aerial bunched conductors,Q27,,,,,,,,ELC,,,,,,
,,Edge Hey Road,,,,,,,,,,,,,,,,
,,Colden,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
428800,21/03/2017,"""",397075,40,DEL,03/03/2017,,21/03/2017,21/03/2017,,,40,,,,2,,40
"""Ivy Cottage",08/02/2017,17/00158/HSE,Replacement Garage,Q21,,,,,,,,HSE,,,,,,
